;Learn Tree;Learn VAR Model;Forecast
2;15;0;0
3;0;0;0
4;0;0;0
5;16;0;0
6;16;0;0
7;0;0;0
8;16;0;0
9;0;0;0
10;0;0;0
11;16;0;0
12;15;0;0
13;0;0;0
14;0;0;0
15;0;0;0
16;0;0;0
17;16;0;0
18;0;0;0
19;0;0;0
20;0;0;0
21;0;0;0
22;0;0;0
23;0;0;0
24;0;0;0
25;16;0;0
26;15;0;0
27;0;0;0
28;15;0;0
29;0;0;0
30;15;0;0
31;0;0;0
32;16;0;0
33;15;0;0
34;0;0;0
35;0;0;0
36;16;0;0
37;0;0;0
38;0;0;0
39;16;0;0
40;0;0;0
41;0;0;0
42;0;0;0
43;31;0;0
44;16;0;0
45;0;0;0
46;16;0;0
47;16;0;0
48;0;0;0
49;16;17891;0
50;16;17516;0
51;0;17360;0
52;15;17235;16
53;0;20266;0
54;0;19969;0
55;0;20563;0
56;0;19704;0
57;16;20172;0
58;0;18234;16
59;16;17172;16
60;0;17125;0
61;0;14391;0
62;0;14343;0
63;0;14453;15
64;0;17281;0
65;0;17406;0
66;0;20094;0
67;0;14375;0
68;0;14641;0
69;0;11454;0
70;0;12453;0
71;0;5719;0
72;0;11609;0
73;15;14594;0
74;0;11469;0
75;0;12219;0
76;0;8813;0
77;0;11422;0
78;0;11328;0
79;0;11360;0
80;0;15031;0
81;0;13891;15
82;0;8609;0
83;0;11188;0
84;0;8516;0
85;0;5813;0
86;0;6063;0
87;0;8500;0
88;0;8437;0
89;0;11312;0
90;0;11219;0
91;0;11141;0
92;0;11469;0
93;0;8532;0
94;0;5656;0
95;0;5625;0
96;0;8531;0
97;0;11188;0
98;0;11609;0
99;0;13953;0
100;0;14188;0
