;Learn Tree;Learn VAR Model;Forecast
283;0;5390;0
284;0;8657;0
285;0;5562;0
286;0;5500;0
287;0;5656;0
288;0;5516;0
289;0;5594;0
290;0;8391;0
291;0;8297;0
292;0;8297;0
293;0;8422;0
294;0;8266;0
295;0;8360;0
296;0;8125;0
297;0;8375;0
298;0;8218;0
299;0;8266;0
300;0;5453;0
301;0;5453;0
302;0;5625;0
303;0;5531;0
304;0;5547;0
305;0;5422;0
306;0;5641;0
307;0;5437;0
308;0;5594;0
309;0;5375;0
310;0;5531;0
311;0;5547;0
312;0;5688;0
313;0;5765;0
314;0;8250;0
315;0;8281;0
316;0;5594;0
317;0;5390;0
318;0;5610;0
319;0;5515;0
320;0;5563;0
321;0;5516;0
322;0;5563;0
323;0;5750;0
324;0;5485;0
325;0;5718;0
326;0;5422;0
327;0;5515;0
328;0;5469;0
329;0;5640;0
330;0;5391;0
331;0;5501;0
332;0;5532;0
333;0;5453;0
334;0;5562;0
335;0;5578;0
336;0;5656;0
337;0;5578;0
338;0;5656;0
339;0;5547;0
340;0;8391;0
341;0;8344;0
342;0;5485;0
343;0;5547;0
344;0;5547;0
345;0;5500;0
346;0;5594;0
347;0;5687;0
348;0;5562;0
349;0;8316;0
350;0;5453;0
351;0;5609;0
352;0;5578;0
353;0;5625;0
354;0;5546;0
355;0;5641;0
356;0;5453;0
357;0;5625;0
358;0;5561;0
359;0;5469;0
360;0;5532;0
361;0;5406;0
