;Learn Tree;Learn VAR Model;Forecast;;;
2;47;0;0;47;0;0
3;46;0;0;46;0;0
4;16;0;0;16;0;0
5;16;0;0;16;0;0
6;0;0;0;0;0;0
7;15;0;0;15;0;0
8;15;0;0;15;0;0
9;15;0;0;15;0;0
10;0;0;0;0;0;0
11;0;0;0;0;0;0
12;5;0;0;5;0;0
13;16;0;0;16;0;0
14;16;0;0;16;0;0
15;16;0;0;16;0;0
16;0;0;0;0;0;0
17;0;0;0;0;0;0
18;0;0;0;0;0;0
19;0;0;0;0;0;0
20;0;0;0;0;0;0
21;0;0;0;0;0;0
22;15;0;0;15;0;0
23;0;0;0;0;0;0
24;15;0;0;15;0;0
25;0;0;0;0;0;0
26;0;0;0;0;0;0
27;0;0;0;0;0;0
28;0;0;0;0;0;0
29;4;0;0;4;0;0
30;0;0;0;0;0;0
31;16;0;0;16;0;0
32;16;0;0;16;0;0
33;0;0;0;0;0;0
34;0;0;0;0;0;0
35;0;0;0;0;0;0
36;16;0;0;16;0;0
37;15;0;16;15;0;16
38;15;0;0;15;0;0
39;16;0;0;16;0;0
40;0;0;0;0;0;0
41;3;0;0;3;0;0
42;7;0;0;7;0;0
43;4;0;0;4;0;0
44;11;0;0;11;0;0
45;6;0;0;6;0;0
46;10;0;0;10;0;0
47;6;0;0;6;0;0
48;8;0;0;8;0;0
49;8;30410;16;8;30410;16
50;16;29695;0;16;29695;0
51;16;29077;15;16;29077;15
52;15;29396;16;15;29396;16
53;0;29018;0;0;29018;0
54;0;28315;16;0;28315;16
55;0;31710;0;0;31710;0
56;0;30835;10;0;30835;10
57;0;31169;15;0;31169;15
58;0;31593;0;0;31593;0
59;0;32068;0;0;32068;0
60;0;33894;0;0;33894;0
61;0;36676;15;0;36676;15
62;0;33722;0;0;33722;0
63;0;39989;6;0;39989;6
64;3;40189;6;3;40189;6
65;1;37524;0;0;37524;0
66;0;33950;0;0;33950;0
67;0;31082;0;0;31082;0
68;0;37234;15;0;37234;15
69;0;36695;16;0;36695;16
70;0;33620;0;0;33620;0
71;16;31084;15;16;31084;15
72;0;33702;0;0;33702;0
73;0;34000;16;0;34000;16
74;0;31395;0;0;31395;0
75;0;29112;0;0;29112;0
76;15;28299;0;15;28299;0
77;15;27811;0;15;27811;0
78;0;31319;16;0;31319;16
79;0;31237;0;0;31237;0
80;0;31700;0;0;31700;0
81;0;31114;0;0;31114;0
82;0;31136;0;0;31136;0
83;0;30989;0;0;30989;0
84;0;34444;0;0;34444;0
85;0;33610;16;0;33610;16
86;0;33581;0;0;33581;0
87;0;36705;16;0;36705;16
88;0;30956;15;0;30956;15
89;0;31519;7;0;31519;7
90;1;34477;0;0;34477;0
91;16;33097;0;16;33097;0
92;0;36421;0;0;36421;0
93;0;33251;0;0;33251;0
94;0;30220;0;0;30220;0
95;0;30605;0;0;30605;0
96;0;33756;0;0;33756;0
97;0;34488;10;0;34488;10
98;0;36174;5;0;36174;5
99;0;29670;5;0;29670;5
100;3;29873;7;3;29873;7
;;;;5,343434343;17107,13131;2,929292929
