;attr1;attr2;
3;0,0;0,0;
4;0,0;0,0;
5;0,0;0,0;
6;0,0;0,0;
7;0,0;0,0;
8;0,0;0,0;
9;1,0160780894736303E-25;9,832867193654032E-26;
10;4,349621259207615E-27;2,0186087747990606E-28;
11;2,0725035874977384E-26;1,0318859416765367E-27;
12;1,7622166546505879E-28;4,238746858978802E-28;
13;3,2311742677852645E-28;5,246911095851255E-28;
