;Learn Tree;Learn VAR Model;Forecast
2;6;0;0
3;16;0;0
4;16;0;0
5;15;0;0
6;31;0;0
7;31;0;0
8;15;0;0
9;313;0;0
10;187;0;0
11;158;0;0
12;81;0;0
13;94;0;0
14;66;0;0
15;62;0;0
16;33;0;0
17;78;0;0
18;46;0;0
19;31;0;0
20;2;0;0
21;16;0;0
22;14;0;0
23;0;0;0
24;15;0;0
25;0;2900;117
26;16;2243;78
27;0;1986;51
28;0;2165;39
29;0;1937;43
30;0;1858;44
31;0;1906;47
32;0;1860;18
33;109;7292;61
34;78;26708;47
35;47;31777;32
36;16;38630;31
37;16;45611;31
38;16;51250;31
39;16;41037;32
40;15;45692;16
41;16;35050;31
42;78;37556;31
43;62;2169;30
44;0;2282;21
45;0;2313;19
46;0;2375;31
47;0;2172;26
48;0;2130;31
49;0;2140;29
50;0;2016;24
51;0;1875;33
52;0;1953;26
53;0;1985;36
54;0;1989;19
55;0;1890;19
56;0;1906;47
57;94;8172;43
58;31;27899;31
59;31;33028;16
60;16;36956;47
61;16;47921;47
62;16;47615;15
63;0;49309;16
64;0;48629;31
65;16;36137;31
66;62;43958;46
67;47;2187;27
68;0;2219;17
69;0;2203;33
70;0;2250;30
71;0;2156;29
72;0;2078;33
73;0;1999;28
74;0;2141;18
75;0;1969;18
76;0;1875;25
77;0;1865;21
78;0;1875;32
79;0;1881;30
80;0;1906;26
81;94;6156;22
