;Learn Tree;Learn VAR Model;Forecast
2;16;0;0
3;0;0;0
4;0;0;0
5;0;0;0
6;0;0;0
7;16;0;0
8;0;0;0
9;187;0;0
10;78;0;0
11;94;0;0
12;31;0;0
13;31;0;0
14;31;0;0
15;31;0;0
16;47;0;0
17;32;0;0
18;15;0;0
19;16;0;0
20;16;0;0
21;0;0;0
22;0;0;0
23;0;0;0
24;0;0;0
25;0;0;0
26;0;0;0
27;0;0;0
28;0;0;0
29;0;0;0
30;0;0;0
31;0;0;0
32;0;0;0
33;94;0;0
34;62;0;0
35;0;0;0
36;31;0;0
37;15;0;0
38;16;0;0
39;0;0;0
40;0;0;0
41;16;0;0
42;63;0;0
43;47;0;0
44;0;0;0
45;0;0;0
46;0;0;0
47;0;0;0
48;0;0;0
49;0;2344;94
50;0;2359;47
51;0;2015;31
52;0;2067;46
53;0;2144;31
54;15;2141;62
55;0;2016;31
56;0;1955;47
57;94;8047;32
58;15;20626;31
59;16;26884;31
60;0;27779;31
61;15;34991;47
62;0;32060;32
63;0;31374;16
64;0;33810;47
65;0;26621;31
66;31;24511;31
67;16;1687;31
68;0;1640;32
69;0;1937;15
70;0;1688;16
71;0;1969;16
72;0;1735;31
73;0;1922;16
74;0;1687;32
75;0;1656;15
76;0;2141;31
77;0;2484;31
78;16;2078;31
79;0;1875;31
80;0;1931;31
81;32;4993;62
82;15;25469;31
83;16;26585;31
84;16;31007;16
85;15;33628;47
86;0;25813;16
87;15;30354;47
88;15;35768;31
89;0;34212;46
90;16;4490;31
91;16;2156;31
92;0;1594;31
93;0;1890;16
94;15;1688;15
95;0;2031;47
96;0;1750;16
97;0;1656;15
98;0;2031;16
99;0;2000;15
100;0;1953;31
