;Learn Tree;Learn VAR Model;Forecast
2;16;0;0
3;0;0;0
4;0;0;0
5;0;0;0
6;0;0;0
7;15;0;0
8;0;0;0
9;0;0;0
10;16;0;0
11;16;0;0
12;0;0;0
13;16;0;0
14;16;0;0
15;0;0;0
16;0;0;0
17;0;0;0
18;0;0;0
19;0;0;0
20;0;0;0
21;16;0;0
22;15;0;0
23;0;0;0
24;16;0;0
25;0;0;0
26;0;0;0
27;0;0;0
28;0;0;0
29;0;0;0
30;0;0;0
31;0;0;0
32;0;0;0
33;0;0;0
34;0;0;0
35;0;0;0
36;0;0;0
37;0;0;0
38;0;0;0
39;0;0;0
40;0;0;0
41;0;0;0
42;0;0;0
43;0;0;0
44;0;0;0
45;0;0;0
46;16;0;0
47;0;0;0
48;0;0;0
49;0;18079;0
50;15;17750;0
51;0;17188;0
52;0;17438;0
53;0;17594;0
54;0;16938;0
55;0;17157;0
56;0;17360;0
57;0;14094;0
58;0;17203;0
59;15;11782;0
60;0;11640;0
61;0;11297;0
62;0;11484;0
63;0;14453;0
64;16;14031;0
65;0;14485;0
66;0;14266;0
67;0;14516;0
68;0;5672;0
69;0;8734;0
70;0;8703;0
71;0;8688;0
72;0;14250;0
73;0;11422;0
74;0;8907;0
75;0;14156;0
76;0;14906;0
77;0;14187;0
78;0;14578;0
79;0;14782;16
80;0;8687;0
81;0;11360;0
82;16;11203;0
83;0;11344;0
84;0;11266;0
85;0;8829;0
86;16;11125;0
87;0;11204;0
88;0;11578;0
89;0;11313;0
90;0;14172;0
91;15;8751;0
92;0;12141;0
93;0;11282;16
94;15;14501;0
95;16;8250;0
96;0;11516;0
97;0;11453;0
98;0;14172;0
99;0;15079;0
100;0;14469;0
