;Learn Tree;Learn VAR Model;Forecast;;;
2;15;0;0;15;1;1
3;16;0;0;16;1;1
4;0;0;0;1;1;1
5;0;0;0;1;1;1
6;0;0;0;1;1;1
7;0;0;0;1;1;1
8;16;0;0;16;1;1
9;0;0;0;1;1;1
10;16;0;0;16;1;1
11;0;0;0;1;1;1
12;0;0;15;1;1;15
13;16;0;0;16;1;1
14;15;0;0;15;1;1
15;0;0;0;1;1;1
16;0;0;0;1;1;1
17;16;0;0;16;1;1
18;0;0;0;1;1;1
19;16;0;0;16;1;1
20;16;0;0;16;1;1
21;16;0;0;16;1;1
22;0;0;0;1;1;1
23;0;0;0;1;1;1
24;0;0;0;1;1;1
25;15;0;0;15;1;1
26;16;0;0;16;1;1
27;32;0;0;32;1;1
28;16;0;0;16;1;1
29;0;0;0;1;1;1
30;0;0;0;1;1;1
31;16;0;0;16;1;1
32;0;0;0;1;1;1
33;0;0;0;1;1;1
34;16;0;0;16;1;1
35;0;0;0;1;1;1
36;0;0;0;1;1;1
37;0;0;0;1;1;1
38;0;0;0;1;1;1
39;0;0;0;1;1;1
40;0;0;0;1;1;1
41;16;0;0;16;1;1
42;16;0;0;16;1;1
43;0;0;0;1;1;1
44;16;0;0;16;1;1
45;0;0;0;1;1;1
46;0;0;0;1;1;1
47;16;0;0;16;1;1
48;0;0;0;1;1;1
49;0;18844;0;1;18844;1
50;0;14875;0;1;14875;1
51;16;20156;0;16;20156;1
52;0;17000;0;1;17000;1
53;15;17063;0;15;17063;1
54;0;20548;0;1;20548;1
55;0;17500;0;1;17500;1
56;0;17188;0;1;17188;1
57;0;17329;0;1;17329;1
58;15;16985;0;15;16985;1
59;0;17063;0;1;17063;1
60;0;17140;0;1;17140;1
61;0;11391;0;1;11391;1
62;0;11484;0;1;11484;1
63;0;14062;0;1;14062;1
64;0;11454;16;1;11454;16
65;15;11360;0;15;11360;1
66;0;11219;0;1;11219;1
67;16;11344;0;16;11344;1
68;0;11313;0;1;11313;1
69;0;5672;0;1;5672;1
70;0;8406;0;1;8406;1
71;0;5781;0;1;5781;1
72;0;8578;0;1;8578;1
73;16;11484;0;16;11484;1
74;16;8641;0;16;8641;1
75;0;8469;0;1;8469;1
76;0;11954;0;1;11954;1
77;0;14281;0;1;14281;1
78;0;11672;0;1;11672;1
79;0;8734;0;1;8734;1
80;0;8843;0;1;8843;1
81;15;15704;0;15;15704;1
82;15;11266;0;15;11266;1
83;0;8313;0;1;8313;1
84;0;11406;0;1;11406;1
85;15;5594;0;15;5594;1
86;15;9985;0;15;9985;1
87;0;8501;0;1;8501;1
88;0;8359;0;1;8359;1
89;0;11328;0;1;11328;1
90;0;11281;0;1;11281;1
91;0;11782;0;1;11782;1
92;0;11172;0;1;11172;1
93;16;9140;0;16;9140;1
94;0;8609;0;1;8609;1
95;0;5782;0;1;5782;1
96;0;6266;0;1;6266;1
97;0;5796;0;1;5796;1
98;16;11140;0;16;11140;1
99;0;5563;0;1;5563;1
100;0;11297;0;1;11297;1
;;;;6,060606061;6122,868687;1,292929293
