;Learn Tree;Learn VAR Model;Forecast
2;78;0;0
3;32;0;0
4;16;0;0
5;0;0;0
6;0;0;0
7;6;0;0
8;0;0;0
9;16;0;0
10;0;0;0
11;16;0;0
12;0;0;0
13;0;0;0
14;0;0;0
15;0;0;0
16;16;0;0
17;0;0;0
18;0;0;0
19;0;0;0
20;0;0;0
21;15;0;0
22;0;0;0
23;0;0;0
24;16;0;0
25;1;0;0
26;0;0;0
27;0;0;0
28;0;0;0
29;15;0;0
30;0;0;0
31;0;0;0
32;0;0;0
33;0;0;0
34;0;0;0
35;0;0;0
36;0;0;0
37;0;0;0
38;0;0;0
39;0;0;0
40;15;0;0
41;0;0;0
42;15;0;0
43;16;0;0
44;0;0;0
45;16;0;0
46;0;0;0
47;0;0;15
48;0;0;0
49;0;25494;15
50;16;24461;0
51;0;23805;0
52;0;23827;0
53;0;24053;0
54;0;23852;0
55;0;23376;0
56;16;23701;0
57;0;24172;0
58;0;26516;0
59;0;26509;0
60;0;26238;0
61;0;29072;0
62;0;28684;0
63;16;28921;0
64;0;27089;0
65;0;25879;16
66;0;23264;0
67;0;23168;0
68;0;23122;0
69;0;23544;0
70;0;23422;0
71;16;23239;0
72;0;23606;0
73;0;23336;0
74;0;23443;0
75;0;23438;0
76;0;23279;0
77;0;23106;0
78;0;23281;0
79;0;23391;0
80;0;23235;0
81;0;25756;0
