;Learn Tree;Learn VAR Model;Forecast
2;15;0;0
3;0;0;0
4;0;0;0
5;0;0;0
6;0;0;0
7;0;0;0
8;0;0;16
9;15;0;0
10;0;0;0
11;15;0;0
12;16;0;0
13;0;0;0
14;0;0;0
15;0;0;0
16;15;0;0
17;16;0;0
18;0;0;0
19;0;0;0
20;0;0;0
21;0;0;0
22;0;0;0
23;0;0;0
24;16;0;0
25;0;0;0
26;0;0;0
27;15;0;0
28;0;0;0
29;0;0;0
30;32;0;0
31;15;0;0
32;3;0;0
33;4;0;0
34;5;0;0
35;0;0;0
36;0;0;0
37;15;0;0
38;1;0;0
39;0;0;0
40;0;0;0
41;0;0;0
42;16;0;0
43;0;0;0
44;0;0;0
45;0;0;0
46;0;0;0
47;0;0;0
48;0;0;0
49;0;9403;0
50;0;11811;0
51;0;14552;0
52;0;14857;0
53;0;14687;0
54;0;14636;0
55;0;14691;0
56;0;17848;0
57;0;12277;0
58;0;12031;0
59;0;12080;0
60;0;11536;0
61;0;11728;0
62;0;11571;0
63;0;11643;0
64;0;12033;0
65;0;11554;0
66;0;11737;0
67;0;8644;0
68;0;5844;0
69;0;5641;0
70;0;6424;0
71;0;8629;0
72;15;11634;0
73;0;11451;0
74;0;11389;0
75;0;14231;0
76;0;11337;0
77;0;14934;0
78;15;12095;0
79;0;14772;0
80;0;11845;0
81;0;14169;0
82;0;11553;0
83;16;11555;0
84;0;17227;0
85;0;8666;0
86;0;8622;0
87;0;8471;0
88;0;11707;0
89;0;14083;0
90;1;14119;0
91;0;11477;0
92;0;11409;0
93;0;14195;0
94;0;8577;0
95;0;5943;0
96;0;11374;0
97;0;11330;0
98;0;14339;0
99;0;14521;0
100;0;14370;0
