;temperatura;velocitavento;ozono;radiazionisolari;
55;15,60678150696467;4,9844484719117785;7,735751817805718;0,5442622170624719;
56;16,5395689963915;7,533619456919496;7,88258613607782;0,9842979796083958;
57;11,183339551094553;5,996020735058008;12,184012933888662;1,1718791388741352;
58;13,877495580278254;5,653410131102591;11,415200516704857;1,2434643661143736;
59;12,657708721849373;5,598773862894947;8,236631829851053;1,196819374245424;
60;22,46115805916492;11,71372695276042;17,591286753016917;1,3935903806894752;
61;14,375663138462611;6,524303752324473;8,488377096222534;0,6856832161143086;
62;21,247245354777483;10,60354206587555;24,451510292050823;1,8774562748587182;
63;14,606450037611808;5,045967074543706;9,390339302880639;0,6729479097780587;
64;16,68848886768226;9,269861988373986;10,497779889912799;1,0166623863321447;
65;16,706581338499998;5,618382198224452;13,939955012709797;1,9590092724675945;
66;14,64256780525676;6,640591352973761;11,629755880276498;1,0476061847557752;
67;19,620187200563148;7,609979916895596;9,81486727954154;0,8443389832484054;
68;12,429266526875159;6,140811844817297;8,078737690162676;0,8207889101196798;
69;28,707267022556525;7,084763901412097;14,967604645420835;1,4974925082052006;
70;15,870216235330595;8,146617548678323;17,03927339685944;1,0129923616751961;
71;27,12965291895254;9,379947477215033;14,634758831822072;0,9149703321296851;
72;28,16415716764499;9,205901743941535;14,669253379427419;1,0072884690425115;
73;20,39740393043516;4,290739363290845;10,802020163873925;0,8977854904764849;
74;22,98466214211313;7,42882837059052;14,514918830881149;1,5481507248559951;
75;33,976092469964;5,792032306296391;33,046272560415254;2,951929837011025;
76;21,37707401443518;12,535510074664467;10,18683910861818;1,1433645902227716;
77;17,334976381237887;6,717523420285281;13,597611968352885;0,5929908332658851;
78;14,802305654506297;9,048478086959584;7,066158507828097;0,8583405068327531;
79;14,404949072661317;8,411087731005978;10,14133736079773;0,773728871964996;
80;20,18433188862268;8,308287641614985;10,992998656856857;1,1150096267503649;
81;10,313947959161471;6,342987769881371;9,502375377664093;0,56723025635356;
82;14,59209923946732;4,402073908210146;5,838279416581253;0,4239040571870359;
83;11,663003159258384;5,239735963986074;11,872396358207768;0,7038833438190629;
84;12,998615169523218;5,0086486989280266;8,645902705040346;0,7935726766500623;
85;11,416595436175701;6,082319410325276;8,060560088853284;0,934556632942418;
86;11,791354566184614;7,175895443464514;11,335544667060038;1,0064761146155556;
87;12,36180750807156;6,206587530687437;8,651776243959365;0,9296602390742846;
88;16,026725250775524;5,626349638590324;11,48829942917089;0,9862334529755922;
89;22,663505605111975;14,121216981786718;7,829087504143114;0,8394844042307857;
90;21,285558595271976;7,519521604762974;18,035272334582345;1,7996565661990993;
91;12,777678311946943;6,341135901670046;7,99366453778894;0,5540389891987674;
92;17,30064333010949;6,384887945129728;10,631185974036816;1,1747011612394351;
93;11,56255532392809;5,0903370808291895;10,70376971961533;1,2496819924723148;
94;30,1571697170353;15,456486092963305;15,544628530183926;1,6084622162757864;
95;19,843559828235176;7,8282601674346;8,362803721990975;0,7769491707726244;
96;37,03942291078049;7,88463703412818;8,105830899851059;0,5059777518676795;
97;12,964399694837887;5,20686852867498;12,224916102397911;0,9500189062791935;
98;16,167828958836278;6,186819434965489;10,877622807547842;0,7703316242406083;
99;23,27959480048385;18,020205445059005;11,391438768617288;1,0691444452021555;
100;23,629360333785815;12,120034466082656;16,86392875884516;1,1412195176999418;
101;12,838416464254344;8,860559658610224;5,807391893298411;0,6257439497569884;
