;Learn Tree;Learn VAR Model;Forecast
2;31;0;0
3;15;0;0
4;0;0;0
5;0;0;0
6;0;0;0
7;16;0;0
8;15;0;0
9;0;0;0
10;15;0;0
11;0;0;0
12;15;0;0
13;0;0;0
14;15;0;0
15;0;0;0
16;16;0;0
17;15;0;0
18;16;0;0
19;0;0;0
20;0;0;0
21;0;0;0
22;16;0;0
23;31;0;0
24;1;0;0
25;15;0;0
26;0;0;0
27;47;0;0
28;0;0;0
29;0;0;0
30;16;0;0
31;0;0;0
32;15;0;0
33;16;0;0
34;15;0;0
35;0;0;0
36;15;0;0
37;0;0;0
38;0;0;0
39;15;0;0
40;0;0;0
41;1;0;0
42;16;0;0
43;0;0;0
44;0;0;0
45;15;0;0
46;16;0;0
47;0;0;0
48;0;0;0
49;9;11877;0
50;0;16889;0
51;0;14038;0
52;15;13755;0
53;0;14001;0
54;0;16738;0
55;16;13750;0
56;0;14352;0
57;0;16894;0
58;0;16490;0
59;0;14076;0
60;0;16549;0
61;0;8463;0
62;0;13806;0
63;1;14163;0
64;0;13809;0
65;0;11826;0
66;0;12060;0
67;0;11641;0
68;0;6508;0
69;0;5649;0
70;0;8409;0
71;0;5975;0
72;0;12068;0
73;0;11616;0
74;0;10086;0
75;15;12355;0
76;0;15733;0
77;0;11490;0
78;0;11658;0
79;0;14932;0
80;0;8836;0
81;0;15192;0
82;0;8935;0
83;0;8701;0
84;16;11329;0
85;0;5767;0
86;0;11268;0
87;0;8864;0
88;0;8394;0
89;0;11248;0
90;0;11093;0
91;0;11248;0
92;0;11095;0
93;0;8400;0
94;0;5493;0
95;0;5684;0
96;0;8461;0
97;0;8136;0
98;0;5679;0
99;0;13758;0
100;0;11093;0
