;sglo;sdir;sdif;
53;953813,0828017093;553996,5037791478;719321,3721256467;
54;2,501148924337334E7;2,117258326629721E7;1,9237371152861923E7;
55;2163076,4739970495;1735263,9291657966;1986329,9554551996;
56;8655,761027731394;408,1275645866841;6857,965731651645;
57;774,6704656870503;274,3152905649148;614,8368080604961;
58;68,0172412844494;141,17382634687965;50,405130313832814;
59;81,90157622833573;226,8180207841653;30,206374826295733;
60;173,18874066115794;258,27546691171005;91,74522894447307;
61;7,256000142881945E37;1,1334897715967408E39;5,591460806188043E37;
62;8,105469564122876E29;1,1116280786550242E30;2,9391299047179617E28;
63;4,922390762873737E20;5,174441129092638E21;3,331456732915307E20;
64;5,308215545472891E14;7,157043009743701E15;3,791345970092371E14;
65;1,260005455655038E13;1,3338076508721339E14;2,2211259996888516E12;
66;1,3266154362350053E13;4,709401883235337E13;7,996953494866196E12;
67;1,638161266566033E12;3,9894388772252427E12;1,0015153363786931E12;
68;3,231855915712834E12;5,160586573001887E12;2,282941480431727E12;
69;1,4180676994429257E11;1,8368729657130798E11;9,986029969745477E10;
70;4,251984229489726E10;6,5837485682246796E10;2,461038032745294E10;
71;4,6513979796680486E8;2,925208433062435E8;4,180066575508119E8;
72;1,1522253682851174E8;1,1576539247817284E8;7,477100010334292E7;
73;9,172774864515588E7;5,166105248382756E7;6,014811484780592E7;
74;1,2792612920077093E7;1,540894807743381E7;9845390,658465507;
75;3,914594159483682E11;7,521552837901659E12;2,6629107980020505E11;
76;1,4566665109738356E8;1,9739031282847014E8;9,323629135854137E7;
77;2,010857169986983E10;5,8403356985709984E10;1,411734245735902E10;
78;1,4619416126044735E8;2,872942039895333E8;1,0387476483741355E8;
79;8078641,83708188;1120738,1936247915;5557502,06231645;
80;179119,28172614737;62697,32666520722;124707,75794699826;
81;13037,199896514978;2902,4074714617304;9080,836571639933;
82;1237769,6860439403;7352756,3762995545;857500,9537991108;
