;sglo;sdir;sdif;
26;4,727168285006138;3,2855852495952704;4,198497579710554;
27;3,3930979406523507;2,748816786585989;3,0115328191696786;
28;3,3930979406523507;2,748816786585987;3,0115328191696786;
29;5,222899419534214;2,3361042270890335;4,707513720132422;
30;5,222899419534214;2,3361042270890335;4,707513720132422;
31;5,222899419534214;2,3361042270890335;4,707513720132422;
32;5,222899419534214;2,3361042270890335;4,707513720132421;
33;4,9367767076061115;23,093107769726963;4,479654347154622;
34;122,95237344909638;191,92873762637544;94,92504876218668;
35;1574,8314853597442;3258,3987231989877;1091,1715842117383;
36;27537,58926638012;152455,01246679475;17222,245890846647;
37;7830,5058903256795;23054,60441486196;4549,086549917218;
38;21117,2591625709;23270,01726364303;20729,657726167035;
39;7886,920832977052;30095,65517373238;3502,818971039552;
40;6628,05953221096;18236,1534795458;3865,357510734628;
41;4669,536783365062;9400,802003844576;3924,7842461014393;
42;75860,0572284678;24050,91512465736;75066,25469639915;
43;19813,852928215903;36627,135084788795;16339,771305629285;
44;8164,060841626383;6527,389250760395;5705,880409864343;
45;733730,4138281803;1943067,5631539356;509346,0157550784;
46;6804,998857014778;16700,385091722284;4726,655685769365;
47;253,15337436479447;633,5202136325029;175,83174875906738;
48;3,161375703395582;8,822128768427975;2,1962331331967766;
49;2,433634263372997;8,437380663508492;1,7551705954360817;
50;2,433634263373067;8,437380663508495;1,7551705954360837;
51;8,168350325976688;13,02787291004633;5,539900212489898;
52;8,168350325976688;13,02787291004633;5,539900212489898;
53;6,430831598541214;9,5184084895298;4,360367683318009;
54;6,4308315985413635;9,5184084895298;4,360367683318009;
55;6,430831598541214;9,5184084895298;4,360367683318009;
56;6,430831598541214;9,5184084895298;4,360367683318009;
57;6,107546561001285;22,85121925806155;4,131609556936472;
58;120,64993304170554;244,9790508612531;78,92617579041823;
59;5146,8138491057;14851,997077865888;2690,426626819314;
60;1222335,6021561404;3,35909127593263E7;877586,7726452849;
61;18454,16241012036;29451,679226002612;13581,125745353982;
62;19628,41255685549;352298,06417634565;13801,892231365688;
63;5740,414230853491;9391,833889941636;4337,939190596066;
64;2321,473428119051;3357,5282959486576;1869,4051861098972;
65;10495,701202521435;17419,688563470412;6909,248696240773;
66;8647,93709760778;31025,55551541876;5035,145937964672;
67;6346,613584678503;12374,062525258863;3209,404021491398;
68;1073,6036415546619;3021,1373993423667;716,3236345600355;
69;1479,8437831415852;2293,9007158191534;991,8203202351806;
70;116,84423765626039;392,4478888239963;99,16569592909435;
71;2,548354684731242;8,385202585980982;2,048595170470769;
72;2,5483546847312133;8,385202585980966;2,0485951704707652;
73;2,4691494499066686;6,641258738743847;2,0670772713401946;
74;2,469149449906682;6,641258738743855;2,0670772713401995;
75;4,101849131725475;8,322434186124024;2,834804102145631;
76;4,101849131725475;8,322434186124024;2,834804102145631;
77;4,075399880401382;7,301561446959412;2,930864270428005;
78;4,075399880401382;7,301561446959412;2,930864270428005;
79;4,075399880401382;7,301561446959412;2,930864270428005;
80;4,075399880401382;7,301561446959412;2,930864270428005;
81;3,807944809226736;23,22356475661378;2,738066489857581;
82;104,59796317068646;190,97953863120298;63,530549627491915;
