;Learn Tree;Learn VAR Model;Forecast;;;
2;78;0;0;78;1;1
3;47;0;0;47;1;1
4;0;0;0;1;1;1
5;16;0;0;16;1;1
6;0;0;0;1;1;1
7;16;0;0;16;1;1
8;0;0;0;1;1;1
9;16;0;0;16;1;1
10;16;0;0;16;1;1
11;15;0;0;15;1;1
12;16;0;0;16;1;1
13;0;0;0;1;1;1
14;16;0;0;16;1;1
15;0;0;0;1;1;1
16;16;0;0;16;1;1
17;0;0;0;1;1;1
18;0;0;0;1;1;1
19;0;0;0;1;1;1
20;0;0;0;1;1;1
21;0;0;0;1;1;1
22;0;15;0;1;15;1
23;16;0;0;16;1;1
24;16;0;0;16;1;1
25;0;0;0;1;1;1
26;0;0;0;1;1;1
27;16;0;0;16;1;1
28;0;0;0;1;1;1
29;16;0;0;16;1;1
30;0;0;0;1;1;1
31;0;0;0;1;1;1
32;0;0;0;1;1;1
33;0;0;0;1;1;1
34;0;0;0;1;1;1
35;0;0;0;1;1;1
36;16;0;0;16;1;1
37;0;0;0;1;1;1
38;0;0;0;1;1;1
39;0;0;0;1;1;1
40;0;0;0;1;1;1
41;16;0;0;16;1;1
42;0;0;0;1;1;1
43;0;0;0;1;1;1
44;0;0;0;1;1;1
45;0;0;0;1;1;1
46;0;0;0;1;1;1
47;0;0;0;1;1;1
48;0;0;0;1;1;1
49;16;37188;15;16;37188;15
50;15;34188;16;15;34188;16
51;16;34203;0;16;34203;1
52;0;36125;16;1;36125;16
53;0;35469;0;1;35469;1
54;0;35625;0;1;35625;1
55;0;38391;0;1;38391;1
56;0;38516;0;1;38516;1
57;0;38500;16;1;38500;16
58;0;37906;0;1;37906;1
59;0;38376;0;1;38376;1
60;0;38157;15;1;38157;15
61;0;38595;16;1;38595;16
62;0;35375;0;1;35375;1
63;0;38032;0;1;38032;1
64;0;30328;16;1;30328;16
65;0;33095;15;1;33095;15
66;0;33016;0;1;33016;1
67;16;33000;15;16;33000;15
68;0;33079;16;1;33079;16
69;0;35407;0;1;35407;1
70;0;32938;16;1;32938;16
71;0;35391;16;1;35391;16
72;0;36001;0;1;36001;1
73;16;35672;0;16;35672;1
74;0;33281;0;1;33281;1
75;0;33345;0;1;33345;1
76;0;33563;0;1;33563;1
77;16;33563;16;16;33563;16
78;0;36032;0;1;36032;1
79;0;36641;16;1;36641;16
80;0;35672;16;1;35672;16
81;0;35641;0;1;35641;1
82;0;38719;0;1;38719;1
83;0;38126;15;1;38126;15
84;0;35626;0;1;35626;1
85;0;35891;16;1;35891;16
86;0;35266;16;1;35266;16
87;0;38313;15;1;38313;15
88;16;30719;15;16;30719;15
89;16;28469;16;16;28469;16
90;0;28344;0;1;28344;1
91;0;28391;0;1;28391;1
92;0;28219;0;1;28219;1
93;0;30641;0;1;30641;1
94;0;30422;0;1;30422;1
95;0;33469;15;1;33469;15
96;0;32985;15;1;32985;15
97;0;33641;0;1;33641;1
98;0;30360;15;1;30360;15
99;0;27922;0;1;27922;1
100;0;27891;0;1;27891;1
;;;;5,555555556;18018,0404;4,535353535
