;Learn Tree;Learn VAR Model;Forecast
2;16;0;0
3;15;0;0
4;16;0;0
5;15;0;0
6;16;0;0
7;0;0;0
8;15;0;0
9;218;0;0
10;78;0;0
11;78;0;0
12;62;0;0
13;31;21589;31
14;62;21683;46
15;27;26358;16
16;16;19620;40
17;15;19227;15
18;24;18923;17
19;8;1185;10
20;4;1228;10
21;2;1161;12
22;2;1144;15
23;1;1158;11
24;1;1198;8
25;1;1427;8
26;1;1624;9
27;2;1212;9
28;1;1244;9
29;1;1155;8
30;1;1162;7
31;1;1070;8
32;1;1029;8
33;40;3749;14
34;27;15904;11
35;19;17012;10
36;9;17965;16
37;13;22761;17
38;10;24482;12
39;8;24580;18
40;9;24033;18
41;11;18516;11
42;39;16684;27
43;38;1233;15
44;1;1239;16
45;0;1188;25
46;1;1157;20
47;1;1141;8
48;0;1105;9
49;1;1305;8
50;1;1282;7
51;0;1321;12
52;0;1161;11
53;0;1081;8
54;0;1081;8
55;1;1047;8
56;1;1095;11
57;50;4491;23
58;14;12613;11
59;10;16453;13
60;8;17407;11
61;10;22283;13
62;5;21446;11
63;5;21733;19
64;6;22996;11
65;6;18308;12
66;29;17305;17
67;25;1201;8
68;0;1147;10
69;0;1134;9
70;1;1105;8
71;1;1095;8
72;1;1254;7
73;0;1299;7
74;0;1155;9
75;1;1094;8
76;0;1080;7
77;0;1023;8
78;0;1054;8
79;0;1180;7
80;1;1244;8
81;34;3108;15
82;15;12476;10
83;11;14432;11
84;12;16940;14
85;7;20269;12
86;8;16447;0
87;16;19000;16
88;0;22640;0
89;24;21680;0
90;0;2344;15
91;0;1250;16
92;0;1141;15
93;0;1094;16
94;0;1062;16
95;16;1219;15
96;0;1047;16
97;0;1047;16
98;0;1031;16
99;0;1567;0
100;0;1047;0
