;Learn Tree;Learn VAR Model;Forecast;;;
2;15;0;0;15;1;1
3;0;0;0;1;1;1
4;0;0;0;1;1;1
5;16;0;0;16;1;1
6;16;0;0;16;1;1
7;0;0;0;1;1;1
8;16;0;0;16;1;1
9;0;0;0;1;1;1
10;0;0;0;1;1;1
11;16;0;0;16;1;1
12;15;0;0;15;1;1
13;0;0;0;1;1;1
14;0;0;0;1;1;1
15;0;0;0;1;1;1
16;0;0;0;1;1;1
17;16;0;0;16;1;1
18;0;0;0;1;1;1
19;0;0;0;1;1;1
20;0;0;0;1;1;1
21;0;0;0;1;1;1
22;0;0;0;1;1;1
23;0;0;0;1;1;1
24;0;0;0;1;1;1
25;16;0;0;16;1;1
26;15;0;0;15;1;1
27;0;0;0;1;1;1
28;15;0;0;15;1;1
29;0;0;0;1;1;1
30;15;0;0;15;1;1
31;0;0;0;1;1;1
32;16;0;0;16;1;1
33;15;0;0;15;1;1
34;0;0;0;1;1;1
35;0;0;0;1;1;1
36;16;0;0;16;1;1
37;0;0;0;1;1;1
38;0;0;0;1;1;1
39;16;0;0;16;1;1
40;0;0;0;1;1;1
41;0;0;0;1;1;1
42;0;0;0;1;1;1
43;31;0;0;31;1;1
44;16;0;0;16;1;1
45;0;0;0;1;1;1
46;16;0;0;16;1;1
47;16;0;0;16;1;1
48;0;0;0;1;1;1
49;16;17891;0;16;17891;1
50;16;17516;0;16;17516;1
51;0;17360;0;1;17360;1
52;15;17235;16;15;17235;16
53;0;20266;0;1;20266;1
54;0;19969;0;1;19969;1
55;0;20563;0;1;20563;1
56;0;19704;0;1;19704;1
57;16;20172;0;16;20172;1
58;0;18234;16;1;18234;16
59;16;17172;16;16;17172;16
60;0;17125;0;1;17125;1
61;0;14391;0;1;14391;1
62;0;14343;0;1;14343;1
63;0;14453;15;1;14453;15
64;0;17281;0;1;17281;1
65;0;17406;0;1;17406;1
66;0;20094;0;1;20094;1
67;0;14375;0;1;14375;1
68;0;14641;0;1;14641;1
69;0;11454;0;1;11454;1
70;0;12453;0;1;12453;1
71;0;5719;0;1;5719;1
72;0;11609;0;1;11609;1
73;15;14594;0;15;14594;1
74;0;11469;0;1;11469;1
75;0;12219;0;1;12219;1
76;0;8813;0;1;8813;1
77;0;11422;0;1;11422;1
78;0;11328;0;1;11328;1
79;0;11360;0;1;11360;1
80;0;15031;0;1;15031;1
81;0;13891;15;1;13891;15
82;0;8609;0;1;8609;1
83;0;11188;0;1;11188;1
84;0;8516;0;1;8516;1
85;0;5813;0;1;5813;1
86;0;6063;0;1;6063;1
87;0;8500;0;1;8500;1
88;0;8437;0;1;8437;1
89;0;11312;0;1;11312;1
90;0;11219;0;1;11219;1
91;0;11141;0;1;11141;1
92;0;11469;0;1;11469;1
93;0;8532;0;1;8532;1
94;0;5656;0;1;5656;1
95;0;5625;0;1;5625;1
96;0;8531;0;1;8531;1
97;0;11188;0;1;11188;1
98;0;11609;0;1;11609;1
99;0;13953;0;1;13953;1
100;0;14188;0;1;14188;1
;;;;4,858585859;6900,494949;1,737373737
