;Learn Tree;Learn VAR Model;Forecast
2;16;0;0
3;0;0;0
4;0;0;0
5;15;0;0
6;0;0;0
7;0;0;0
8;0;0;0
9;16;0;0
10;16;0;0
11;16;0;0
12;32;0;0
13;16;0;0
14;16;0;0
15;1;0;0
16;0;0;0
17;0;0;0
18;0;0;0
19;16;0;0
20;0;0;0
21;16;0;0
22;15;0;0
23;16;0;0
24;0;0;0
25;0;0;0
26;15;0;0
27;16;0;0
28;16;0;0
29;0;0;0
30;0;0;0
31;16;0;0
32;0;0;0
33;0;0;0
34;16;0;0
35;0;0;0
36;0;0;0
37;0;0;0
38;0;0;0
39;16;0;0
40;0;0;0
41;16;0;0
42;1;0;0
43;15;0;0
44;0;0;0
45;0;0;0
46;15;0;0
47;16;0;0
48;0;0;0
49;0;30044;0
50;15;29321;0
51;16;28699;0
52;16;29168;0
53;0;28225;0
54;0;28257;0
55;0;28698;0
56;0;28858;0
57;0;24676;0
58;16;28391;0
59;0;18814;0
60;0;19139;0
61;0;19080;0
62;0;19065;0
63;0;25604;0
64;0;23945;0
65;0;23555;0
66;0;23580;0
67;0;23724;0
68;0;9438;1
69;0;14381;0
70;0;15291;0
71;0;14224;0
72;0;24058;0
73;0;18727;0
74;0;14685;0
75;0;23519;0
76;0;24163;0
77;16;23630;0
78;0;23638;0
79;0;24082;0
80;0;14175;0
81;0;18743;0
82;16;18406;0
83;0;19042;0
84;15;13759;0
85;0;8473;0
86;0;11140;0
87;0;11750;0
88;0;11092;0
89;0;11339;0
90;15;14098;0
91;0;8530;0
92;15;11612;0
93;0;11653;0
94;16;14155;0
95;0;8366;0
96;16;10990;0
97;0;11598;0
98;16;13964;0
99;0;13952;0
100;0;13972;0
