@
1,37.05,-122.05,0.0,0.0,0.0
2,37.15,-122.05,0.0,0.0,0.0
3,37.25,-122.05,0.0,0.0,0.0
4,37.35,-122.05,0.0,0.0,0.0
5,37.45,-122.05,0.0,0.0,0.0
6,37.55,-122.05,0.0,0.0,0.0
7,37.65,-122.05,0.0,0.0,0.0
8,37.75,-122.05,0.0,0.0,0.0
9,37.85,-122.05,0.0,0.0,0.0
10,37.95,-122.05,0.0,0.0,0.0
11,36.05,-122.15,0.0,0.0,0.0
12,36.15,-122.15,0.0,0.0,0.0
13,36.25,-122.15,0.0,0.0,0.0
14,36.35,-122.15,0.0,0.0,0.0
15,36.45,-122.15,0.0,0.0,0.0
16,36.55,-122.15,0.0,0.0,0.0
17,36.65,-122.15,0.0,0.0,0.0
18,36.75,-122.15,0.0,0.0,0.0
19,36.85,-122.15,0.0,0.0,0.0
20,37.05,-122.15,0.0,0.0,0.0
21,37.15,-122.15,0.0,0.0,0.0
22,37.25,-122.15,0.0,0.0,0.0
23,37.35,-122.15,0.0,0.0,0.0
24,37.45,-122.15,0.0,0.0,0.0
25,37.55,-122.15,0.0,0.0,0.0
26,37.65,-122.15,0.0,0.0,0.0
27,37.75,-122.15,0.0,0.0,0.0
28,37.85,-122.15,0.0,0.0,0.0
29,37.95,-122.15,0.0,0.0,0.0
30,36.05,-122.25,0.0,0.0,0.0
31,36.15,-122.25,0.0,0.0,0.0
32,36.25,-122.25,0.0,0.0,0.0
33,36.35,-122.25,0.0,0.0,0.0
34,36.45,-122.25,0.0,0.0,0.0
35,36.55,-122.25,0.0,0.0,0.0
36,36.65,-122.25,0.0,0.0,0.0
37,36.75,-122.25,0.0,0.0,0.0
38,36.85,-122.25,0.0,0.0,0.0
39,36.95,-122.25,0.0,0.0,0.0
40,37.05,-122.25,0.0,0.0,0.0
41,37.15,-122.25,0.0,0.0,0.0
42,37.25,-122.25,0.0,0.0,0.0
43,37.35,-122.25,0.0,0.0,0.0
44,37.45,-122.25,0.0,0.0,0.0
45,37.55,-122.25,0.0,0.0,0.0
46,37.65,-122.25,0.0,0.0,0.0
47,37.75,-122.25,0.0,0.0,0.0
48,37.85,-122.25,0.0,0.0,0.0
49,37.95,-122.25,0.0,0.0,0.0
50,36.05,-122.35,0.0,0.0,0.0
51,36.15,-122.35,0.0,0.0,0.0
52,36.25,-122.35,0.0,0.0,0.0
53,36.35,-122.35,0.0,0.0,0.0
54,36.45,-122.35,0.0,0.0,0.0
55,36.55,-122.35,0.0,0.0,0.0
56,36.65,-122.35,0.0,0.0,0.0
57,36.75,-122.35,0.0,0.0,0.0
58,36.85,-122.35,0.0,0.0,0.0
59,36.95,-122.35,0.0,0.0,0.0
60,37.05,-122.35,0.0,0.0,0.0
61,37.15,-122.35,0.0,0.0,0.0
62,37.25,-122.35,0.0,0.0,0.0
63,37.35,-122.35,0.0,0.0,0.0
64,37.45,-122.35,0.0,0.0,0.0
65,37.55,-122.35,0.0,0.0,0.0
66,37.65,-122.35,0.0,0.0,0.0
67,37.75,-122.35,0.0,0.0,0.0
68,37.85,-122.35,0.0,0.0,0.0
69,37.95,-122.35,0.0,0.0,0.0
70,36.05,-122.45,0.0,0.0,0.0
71,36.15,-122.45,0.0,0.0,0.0
72,36.25,-122.45,0.0,0.0,0.0
73,36.35,-122.45,0.0,0.0,0.0
74,36.55,-122.45,0.0,0.0,0.0
75,36.65,-122.45,0.0,0.0,0.0
76,36.75,-122.45,0.0,0.0,0.0
77,36.85,-122.45,0.0,0.0,0.0
78,36.95,-122.45,0.0,0.0,0.0
79,37.05,-122.45,0.0,0.0,0.0
80,37.15,-122.45,0.0,0.0,0.0
81,37.25,-122.45,0.0,0.0,0.0
82,37.35,-122.45,0.0,0.0,0.0
83,37.45,-122.45,0.0,0.0,0.0
84,37.55,-122.45,0.0,0.0,0.0
85,37.65,-122.45,0.0,0.0,0.0
86,37.75,-122.45,0.0,0.0,0.0
87,37.85,-122.45,0.0,0.0,0.0
88,37.95,-122.45,0.0,0.0,0.0
89,36.05,-122.55,0.0,0.0,0.0
90,36.15,-122.55,0.0,0.0,0.0
91,36.25,-122.55,0.0,0.0,0.0
92,36.35,-122.55,0.0,0.0,0.0
93,36.45,-122.55,0.0,0.0,0.0
94,36.55,-122.55,0.0,0.0,0.0
95,36.65,-122.55,0.0,0.0,0.0
96,36.75,-122.55,0.0,0.0,0.0
97,36.85,-122.55,0.0,0.0,0.0
98,36.95,-122.55,0.0,0.0,0.0
99,37.05,-122.55,0.0,0.0,0.0
100,37.15,-122.55,0.0,0.0,0.0
101,37.25,-122.55,0.0,0.0,0.0
102,37.35,-122.55,0.0,0.0,0.0
103,37.45,-122.55,0.0,0.0,0.0
104,37.65,-122.55,0.0,0.0,0.0
105,37.75,-122.55,0.0,0.0,0.0
106,37.85,-122.55,0.0,0.0,0.0
107,37.95,-122.55,0.0,0.0,0.0
108,36.05,-122.65,0.0,0.0,0.0
109,36.15,-122.65,0.0,0.0,0.0
110,36.25,-122.65,0.0,0.0,0.0
111,36.35,-122.65,0.0,0.0,0.0
112,36.45,-122.65,0.0,0.0,0.0
113,36.55,-122.65,0.0,0.0,0.0
114,36.65,-122.65,0.0,0.0,0.0
115,36.75,-122.65,0.0,0.0,0.0
116,36.85,-122.65,0.0,0.0,0.0
117,37.05,-122.65,0.0,0.0,0.0
118,37.15,-122.65,0.0,0.0,0.0
119,37.25,-122.65,0.0,0.0,0.0
120,37.35,-122.65,0.0,0.0,0.0
121,37.45,-122.65,0.0,0.0,0.0
122,37.55,-122.65,0.0,0.0,0.0
123,37.65,-122.65,0.0,0.0,0.0
124,37.75,-122.65,0.0,0.0,0.0
125,37.85,-122.65,0.0,0.0,0.0
126,37.95,-122.65,0.0,0.0,0.0
127,36.05,-122.75,0.0,0.0,0.0
128,36.15,-122.75,0.0,0.0,0.0
129,36.25,-122.75,0.0,0.0,0.0
130,36.35,-122.75,0.0,0.0,0.0
131,36.45,-122.75,0.0,0.0,0.0
132,36.55,-122.75,0.0,0.0,0.0
133,36.65,-122.75,0.0,0.0,0.0
134,36.75,-122.75,0.0,0.0,0.0
135,37.15,-122.75,0.0,0.0,0.0
136,37.25,-122.75,0.0,0.0,0.0
137,37.55,-122.75,0.0,0.0,0.0
138,37.65,-122.75,0.0,0.0,0.0
139,37.75,-122.75,0.0,0.0,0.0
140,37.85,-122.75,0.0,0.0,0.0
141,37.95,-122.75,0.0,0.0,0.0
142,36.05,-122.85,0.0,0.0,0.0
143,36.15,-122.85,0.0,0.0,0.0
144,36.25,-122.85,0.0,0.0,0.0
145,36.35,-122.85,0.0,0.0,0.0
146,36.45,-122.85,0.0,0.0,0.0
