;Learn Tree;Learn VAR Model;Forecast;;;
2;47;0;0;47;1;1
3;46;0;0;46;1;1
4;16;0;0;16;1;1
5;0;0;0;1;1;1
6;0;0;0;1;1;1
7;15;0;0;15;1;1
8;16;0;0;16;1;1
9;0;0;0;1;1;1
10;0;0;0;1;1;1
11;0;0;0;1;1;1
12;0;0;0;1;1;1
13;16;0;0;16;1;1
14;0;0;0;1;1;1
15;0;0;0;1;1;1
16;15;0;0;15;1;1
17;0;0;0;1;1;1
18;0;0;0;1;1;1
19;0;0;0;1;1;1
20;0;0;0;1;1;1
21;0;0;0;1;1;1
22;0;0;0;1;1;1
23;15;0;0;15;1;1
24;0;0;0;1;1;1
25;16;0;0;16;1;1
26;0;0;0;1;1;1
27;16;0;0;16;1;1
28;0;0;0;1;1;1
29;16;0;0;16;1;1
30;0;0;0;1;1;1
31;0;0;0;1;1;1
32;15;0;0;15;1;1
33;0;0;0;1;1;1
34;0;0;0;1;1;1
35;0;0;0;1;1;1
36;0;0;0;1;1;1
37;0;0;0;1;1;1
38;16;0;0;16;1;1
39;0;0;0;1;1;1
40;16;0;0;16;1;1
41;0;0;0;1;1;1
42;0;0;0;1;1;1
43;0;0;0;1;1;1
44;0;0;0;1;1;1
45;16;0;0;16;1;1
46;0;0;0;1;1;1
47;15;0;0;15;1;1
48;0;0;0;1;1;1
49;0;32751;16;1;32751;16
50;0;31485;0;1;31485;1
51;16;31344;15;16;31344;15
52;0;34688;0;1;34688;1
53;0;33360;16;1;33360;16
54;16;33391;16;16;33391;16
55;0;37047;0;1;37047;1
56;0;35860;16;1;35860;16
57;0;38891;15;1;38891;15
58;0;36001;15;1;36001;15
59;0;31000;16;1;31000;16
60;0;33141;0;1;33141;1
61;0;38000;15;1;38000;15
62;0;36438;0;1;36438;1
63;0;33032;0;1;33032;1
64;0;33126;16;1;33126;16
65;0;32891;0;1;32891;1
66;0;33407;0;1;33407;1
67;0;30360;0;1;30360;1
68;0;30251;0;1;30251;1
69;0;30485;0;1;30485;1
70;0;30610;0;1;30610;1
71;0;32954;0;1;32954;1
72;0;32859;0;1;32859;1
73;0;32970;0;1;32970;1
74;0;32891;15;1;32891;15
75;0;33563;0;1;33563;1
76;0;38156;0;1;38156;1
77;0;38781;0;1;38781;1
78;0;38703;0;1;38703;1
79;0;38954;0;1;38954;1
80;0;38235;16;1;38235;16
81;0;38032;0;1;38032;1
82;0;38157;0;1;38157;1
83;0;38250;0;1;38250;1
84;16;35422;0;16;35422;1
85;0;38188;0;1;38188;1
86;0;38110;0;1;38110;1
87;0;35610;0;1;35610;1
88;0;33391;0;1;33391;1
89;0;33079;0;1;33079;1
90;0;35672;0;1;35672;1
91;0;39188;0;1;39188;1
92;0;33235;15;1;33235;15
93;0;36063;0;1;36063;1
94;0;35875;0;1;35875;1
95;0;38344;15;1;38344;15
96;0;38907;16;1;38907;16
97;0;38173;0;1;38173;1
98;0;35797;0;1;35797;1
99;0;38141;16;1;38141;16
100;0;40844;15;1;40844;15
;;;;4,444444444;18526,76768;3,494949495
