;Learn Tree;Learn VAR Model;Forecast;;;
2;15;0;0;15;1;1
3;15;0;0;15;1;1
4;15;0;0;15;1;1
5;16;0;0;16;1;1
6;0;0;0;1;1;1
7;16;0;0;16;1;1
8;0;0;0;1;1;1
9;0;0;0;1;1;1
10;15;0;0;15;1;1
11;0;0;0;1;1;1
12;15;0;0;15;1;1
13;0;0;0;1;1;1
14;15;0;0;15;1;1
15;0;0;0;1;1;1
16;0;0;0;1;1;1
17;16;0;0;16;1;1
18;0;0;0;1;1;1
19;0;0;0;1;1;1
20;15;0;0;15;1;1
21;0;0;0;1;1;1
22;0;0;0;1;1;1
23;0;0;0;1;1;1
24;15;0;0;15;1;1
25;0;0;0;1;1;1
26;0;0;0;1;1;1
27;15;0;0;15;1;1
28;0;0;0;1;1;1
29;0;0;0;1;1;1
30;0;0;0;1;1;1
31;16;0;0;16;1;1
32;0;0;0;1;1;1
33;16;0;0;16;1;1
34;0;0;0;1;1;1
35;16;0;0;16;1;1
36;0;0;0;1;1;1
37;0;0;0;1;1;1
38;0;0;0;1;1;1
39;0;0;0;1;1;1
40;0;0;0;1;1;1
41;15;0;0;15;1;1
42;16;0;0;16;1;1
43;0;0;0;1;1;1
44;0;0;0;1;1;1
45;0;0;0;1;1;1
46;0;0;0;1;1;1
47;0;0;0;1;1;1
48;0;0;0;1;1;1
49;16;12484;0;16;12484;1
50;16;5828;0;16;5828;1
51;0;5454;0;1;5454;1
52;0;8484;0;1;8484;1
53;0;10797;0;1;10797;1
54;0;11719;0;1;11719;1
55;0;18875;15;1;18875;15
56;0;16250;0;1;16250;1
57;16;10734;0;16;10734;1
58;16;11860;0;16;11860;1
59;0;11187;0;1;11187;1
60;0;14079;0;1;14079;1
61;0;10876;0;1;10876;1
62;0;11516;0;1;11516;1
63;0;8000;0;1;8000;1
64;0;10782;0;1;10782;1
65;15;10766;0;15;10766;1
66;0;11360;0;1;11360;1
67;0;11266;0;1;11266;1
68;0;12328;0;1;12328;1
69;16;9750;0;16;9750;1
70;0;14547;0;1;14547;1
71;0;8609;0;1;8609;1
72;0;5578;0;1;5578;1
73;0;5437;0;1;5437;1
74;0;5500;0;1;5500;1
75;0;5422;0;1;5422;1
76;0;5453;0;1;5453;1
77;16;8203;0;16;8203;1
78;0;8313;0;1;8313;1
79;0;16172;0;1;16172;1
80;0;13718;0;1;13718;1
81;0;18954;0;1;18954;1
82;0;18954;0;1;18954;1
83;0;19625;0;1;19625;1
84;16;16344;0;16;16344;1
85;0;13640;0;1;13640;1
86;0;16360;0;1;16360;1
87;0;13594;0;1;13594;1
88;0;13703;0;1;13703;1
89;15;13594;0;15;13594;1
90;0;16250;0;1;16250;1
91;0;13625;0;1;13625;1
92;0;16375;0;1;16375;1
93;0;16469;0;1;16469;1
94;0;17016;0;1;17016;1
95;0;13563;0;1;13563;1
96;0;10828;0;1;10828;1
97;0;13719;0;1;13719;1
98;0;16438;0;1;16438;1
99;0;13610;0;1;13610;1
100;15;16376;0;15;16376;1
;;;;4,95959596;6469;1,141414141
