;tempreatura;velocitavento;ozono;radiazionisolari;
ID: 3;0,0;0,0;0,0;0,0;
ID: 4;0,0;0,0;0,0;0,0;
ID: 5;0,0;0,0;0,0;0,0;
ID: 6;0,0;0,0;0,0;0,0;
ID: 7;0,0;0,0;0,0;0,0;
ID: 8;0,0;0,0;0,0;0,0;
ID: 9;0,0;0,0;0,0;0,0;
ID: 10;0,0;0,0;0,0;0,0;
ID: 11;0,0;0,0;0,0;0,0;
ID: 12;0,0;0,0;0,0;0,0;
ID: 13;0,0;0,0;0,0;0,0;
ID: 14;0,0;0,0;0,0;0,0;
ID: 15;0,0;0,0;0,0;0,0;
ID: 16;0,0;0,0;0,0;0,0;
ID: 17;0,0;0,0;0,0;0,0;
ID: 18;0,0;0,0;0,0;0,0;
ID: 19;0,0;0,0;0,0;0,0;
ID: 20;0,0;0,0;0,0;0,0;
ID: 21;0,0;0,0;0,0;0,0;
ID: 22;0,0;0,0;0,0;0,0;
ID: 23;0,0;0,0;0,0;0,0;
ID: 24;0,0;0,0;0,0;0,0;
ID: 25;11,607547822760644;9,371573254018017;5,663328003311011;0,1398932419021597;
ID: 26;33,826266911327586;9,243213391830738;12,259565453885491;0,015746334972930223;
ID: 27;53,22708191710731;4,6898037711472496;12,22587020652882;0,0206631276081248;
ID: 28;14,46985445954883;4,563254680944093;0,6311005973068803;0,005141762682904172;
ID: 29;6,624799075210219;6,269454329280377;0,030982281984371467;0,035831185871362844;
ID: 30;23,009197137996516;0,15729930782620055;10,422420581816764;0,014948141589399166;
ID: 31;9,079186602889601;0,3629488912733009;8,755267324327678;0,026998162910006836;
ID: 32;2,2177211271520543;5,3635269841090665;7,9104783264239265;0,005632546466031509;
ID: 33;7,18122843617937;4,783310016283559;1,2879829028088128;5,521325254373688E-4;
ID: 34;8,39724073823737;5,612978920050098;0,2902960443558845;0,003952332670962199;
ID: 35;47,11355485169548;19,568377555207753;6,881176203315182;0,05529439042903175;
ID: 36;68,71041253679705;12,94931661412909;50,55078589576075;0,34571585380510494;
ID: 37;7,713267985531729;1,7504981224021634;12,833674689454114;0,03327079205456192;
ID: 38;30,24027908553375;4,610055419454763;43,53825142499605;0,11013347663528396;
ID: 39;3,9589733939811653;0,9894290767584639;24,19740981686451;0,09200382167297014;
ID: 40;2,247123359807695;0,8169712676512851;8,297207384023615;0,020718742466952145;
ID: 41;1,1414491816369283;2,3137595317050694;7,17835698958273;0,011808162323064217;
ID: 42;8,023955744614312;3,599515623388188;17,856668159564418;0,03425949011538997;
ID: 43;21,273646115626462;7,296939562925736;23,428084481117743;0,06834713827092319;
ID: 44;33,65565508170738;6,456853393450832;27,652041900797784;0,08835879557049492;
ID: 45;26,112315281190252;4,8717827028708225;22,054241441958087;0,07749317524612566;
ID: 46;0,8842073396666132;0,4185781529128424;0,831660541500473;0,02281270115753978;
ID: 47;0,6187413988948632;0,3544767754013783;1,8687086678405034;0,025937691068395913;
ID: 48;2,7358085594923787;0,6280587660619095;2,1317211446144286;0,03325869706022953;
ID: 49;4,603975730170617;3,2600125410642016;3,622727856253176;0,10246582894704542;
ID: 50;70,76100962906999;10,376799252313257;17,36250693516119;0,07368224513290628;
ID: 51;35,195605124874;4,191281405352428;18,945508954438107;0,08166178542904631;
ID: 52;92,59564547698072;10,307440401579528;14,459010872889772;0,06972484631906888;
ID: 53;53,25606189433614;15,795071013918454;4,893452632543393;0,008054029448668338;
ID: 54;65,61136355816548;25,041649921990224;1,1984539082794434;0,0023987050288904617;
ID: 55;43,55855450087085;38,59497658295298;0,2672733660862152;0,04146100421353917;
ID: 56;17,176934870242135;8,413618061248352;1,76897064058548;0,02791221489524869;
ID: 57;10,192982222741477;60,428387057138124;9,830893850762063;0,0789615519000517;
ID: 58;24,909155670998057;11,638180579384542;7,820062221806801;0,157213722999587;
ID: 59;151,9831085804175;3,991257430501768;13,586980182272217;0,20936509605082212;
ID: 60;22,615196861010105;4,980762195902619;7,641138907916995;0,17528898161321896;
ID: 61;5,636764386596371;17,314286830253664;0,6849894842415587;0,05514298241252771;
ID: 62;0,2938591755324008;10,371462935422429;0,37643953511582734;0,03228501323112394;
ID: 63;0,2047065854699145;3,9041130570134217;0,39796420896041973;0,008443883628980905;
ID: 64;9,675937166782218;0,7328024396103154;3,753729583220156;0,014536468809385222;
ID: 65;2,9569298001959674;8,393622563519216;0,4447311324884885;0,011079306895515156;
ID: 66;0,7859914031449393;20,205925557771078;0,16410462327521652;0,11462871724542595;
ID: 67;24,708787325241268;4,477193662063406;1,6774352277633262;0,006735277603103341;
ID: 68;38,57597494108046;4,225801924566442;6,7033031720166205;0,00605954766112227;
ID: 69;98,1507257402857;4,211926984718077;10,0073972258215;0,009787777937494148;
ID: 70;98,5904697275974;2,1914263819795394;14,970405038765529;0,0031295384212306245;
ID: 71;374,5636899554657;18,47220434890947;133,90998471273028;0,10654721367112148;
ID: 72;376,5213364181042;13,264905869991097;376,1432146369563;0,5286724954671607;
ID: 73;236,31429989200072;54,336888189346176;11,86799025430649;0,8322170106329624;
ID: 74;10,187477373951166;3,135942717780619;29,16402929933592;0,21538583773099998;
ID: 75;509,32344200113903;1,3989435102062082;104,36103714008556;0,09664221932692196;
ID: 76;370,04042296460466;1,1403778926137293;44,2139902984247;0,013703471254709708;
ID: 77;165,12975874476118;1,7999659327179407;18,128077254588906;0,027386043674168165;
ID: 78;101,67564691781968;1,9288371281690064;7,0741200475308395;0,025461245925180325;
ID: 79;210,64282165324684;9,6321646048166;19,453354615371307;0,03725511793764164;
ID: 80;99,18405672477826;9,582303240002608;2,973973662957691;0,07149859409216493;
ID: 81;26,505830852497436;7,11051182951815;0,17629628280983353;0,031829156918388064;
ID: 82;45,851873760942404;6,3918236734154315;0,8358402968062604;0,008578176768492941;
ID: 83;54,08768398167487;11,239671753822968;3,5660144631326247;0,028939448653554654;
ID: 84;11,779292064141893;89,94095545264273;0,10834055276865176;0,016275097646453848;
ID: 85;6,492384032357393;26,526119241505633;0,6216295209418227;0,04009898875050296;
ID: 86;9,431766870422283;11,704429115538362;0,4276206264160904;0,011406255653437988;
ID: 87;10,281400286779263;7,744705318707468;0,42415184456684446;0,0017650307544466869;
ID: 88;4,057148485011367;5,021601299278054;0,03321697536820271;0,014629884263467119;
ID: 89;4,917258401858923;5,170531299871496;0,1370769215480313;0,038708442433874;
ID: 90;5,630942533069321;6,7408240862115685;5,295256699567461;0,1427946542588175;
ID: 91;41,06213121305848;17,35204132295791;11,06880436558395;0,28595026782680805;
ID: 92;9,000126691161654;24,247839576387243;1,6143993457059014;0,5683038306938268;
ID: 93;320,0595929925961;7,643227469527104;5,990503694300547;0,029123962368413716;
ID: 94;26,424424632364786;30,605186071665983;0,39531919091140244;0,009950347170767121;
ID: 95;4,1107848086512675;0,08722755837559765;11,814948713570024;7,21838217498835E-4;
ID: 96;12,579462440590353;0,05893838436685973;4,536583727730539;5,829488044521324E-4;
ID: 97;11,22376566564181;0,034494346318688376;0,06438634170336742;8,801776018738563E-4;
ID: 98;4,201087633382495;0,7282317043358293;0,17031131390214033;0,003029133927068841;
ID: 99;4,1684955339316225;1,5597194430934023;0,06503492989586847;0,003070305012828407;
ID: 100;4,711384452322047;2,0844522377836867;0,6386934940577161;6,196457217774264E-4;
ID: 101;0,7772618353001903;4,628757631308652;3,1397298289201547;0,005465270646072926;
ID: 102;6,744075345488963;7,00031945632487;13,980707064152279;0,00849732957109523;
ID: 103;32,01290885106351;15,644620836451608;26,14259658343015;0,00470426542289115;
ID: 104;65,09840224075502;22,65531638625306;54,53559286626909;0,007755635511101197;
ID: 105;58,91204579765399;16,500708036685236;49,57410259605159;0,1646648568156213;
ID: 106;44,61019722767369;47,606006228352854;2,264846524688304;0,0017459887537351066;
ID: 107;28,88969845946663;12,129389417646772;0,5220428243765509;0,012286118534265386;
ID: 108;29,86950631127224;13,545866248344185;59,73408817105292;0,14135823930562416;
ID: 109;8,40701861158927;28,84984237006518;128,91996870177042;0,2286547186574827;
ID: 110;20,402750180605747;1,8742186424830947;9,750763824324315;0,18542635192572066;
ID: 111;23,56028791938136;1,2558886565356393;2,3921110117428364;0,26881413546406246;
ID: 112;147,46509834454827;62,01183503472862;2,0671876226273915;0,14919445595313605;
ID: 113;109,62234398281868;34,39269366996558;73,0479152570056;0,06728384717532049;
ID: 114;85,656348990287;45,08455321230094;3,2133773642747547;0,02136625155776617;
