;Learn Tree;Learn VAR Model;Forecast;;;
2;15;0;0;15;1;1
3;16;0;0;16;1;1
4;15;0;0;15;1;1
5;0;0;0;1;1;1
6;15;0;0;15;1;1
7;16;0;0;16;1;1
8;0;0;0;1;1;1
9;0;0;0;1;1;1
10;16;0;0;16;1;1
11;0;0;0;1;1;1
12;15;0;0;15;1;1
13;0;0;0;1;1;1
14;0;0;0;1;1;1
15;15;0;0;15;1;1
16;0;0;0;1;1;1
17;0;16;0;1;16;1
18;0;0;0;1;1;1
19;0;0;0;1;1;1
20;15;0;0;15;1;1
21;15;0;0;15;1;1
22;0;0;0;1;1;1
23;0;0;0;1;1;1
24;0;0;0;1;1;1
25;15;0;0;15;1;1
26;0;0;0;1;1;1
27;0;0;0;1;1;1
28;0;0;0;1;1;1
29;0;0;0;1;1;1
30;0;0;0;1;1;1
31;0;0;0;1;1;1
32;0;0;0;1;1;1
33;0;0;0;1;1;1
34;16;0;0;16;1;1
35;0;0;0;1;1;1
36;0;0;0;1;1;1
37;0;0;0;1;1;1
38;16;0;0;16;1;1
39;0;0;0;1;1;1
40;0;0;0;1;1;1
41;15;0;0;15;1;1
42;0;0;0;1;1;1
43;0;0;0;1;1;1
44;16;0;0;16;1;1
45;16;0;16;16;1;16
46;15;0;0;15;1;1
47;0;0;0;1;1;1
48;15;0;0;15;1;1
49;15;14141;0;15;14141;1
50;0;13563;0;1;13563;1
51;16;14422;0;16;14422;1
52;0;13453;0;1;13453;1
53;0;13641;0;1;13641;1
54;0;13656;0;1;13656;1
55;0;10813;0;1;10813;1
56;0;13594;0;1;13594;1
57;0;17641;15;1;17641;15
58;0;19063;0;1;19063;1
59;0;16234;0;1;16234;1
60;0;18984;0;1;18984;1
61;0;18922;0;1;18922;1
62;0;16376;0;1;16376;1
63;0;16547;0;1;16547;1
64;0;16328;0;1;16328;1
65;0;10813;0;1;10813;1
66;0;10922;0;1;10922;1
67;0;10813;0;1;10813;1
68;0;10876;0;1;10876;1
69;0;10797;0;1;10797;1
70;0;11094;0;1;11094;1
71;0;10844;0;1;10844;1
72;0;10813;0;1;10813;1
73;0;10844;0;1;10844;1
74;0;10813;0;1;10813;1
75;0;10907;0;1;10907;1
76;0;11953;16;1;11953;16
77;0;11235;0;1;11235;1
78;0;11406;0;1;11406;1
79;0;16172;0;1;16172;1
80;0;18906;0;1;18906;1
81;0;16797;0;1;16797;1
82;0;16219;0;1;16219;1
83;0;16406;0;1;16406;1
84;0;18969;0;1;18969;1
85;0;16250;0;1;16250;1
86;0;16094;0;1;16094;1
87;0;13516;0;1;13516;1
88;16;16281;0;16;16281;1
89;0;13453;0;1;13453;1
90;0;10922;16;1;10922;16
91;15;16360;0;15;16360;1
92;0;13547;0;1;13547;1
93;0;10829;0;1;10829;1
94;0;10797;0;1;10797;1
95;0;13563;0;1;13563;1
96;0;13297;0;1;13297;1
97;0;13625;0;1;13625;1
98;0;13531;0;1;13531;1
99;0;13375;0;1;13375;1
100;0;13688;0;1;13688;1
;;;;416;724167;158
