;Learn Tree;Learn VAR Model;Forecast;;;
2;16;0;0;16;1;1
3;16;0;0;16;1;1
4;0;0;0;1;1;1
5;16;0;0;16;1;1
6;16;0;0;16;1;1
7;15;0;0;15;1;1
8;16;0;0;16;1;1
9;0;0;0;1;1;1
10;16;0;0;16;1;1
11;0;0;0;1;1;1
12;15;0;0;15;1;1
13;16;0;0;16;1;1
14;16;0;0;16;1;1
15;15;0;0;15;1;1
16;15;0;0;15;1;1
17;0;0;0;1;1;1
18;0;0;0;1;1;1
19;0;0;0;1;1;1
20;15;0;0;15;1;1
21;0;0;0;1;1;1
22;15;0;0;15;1;1
23;16;0;0;16;1;1
24;0;0;0;1;1;1
25;0;0;0;1;1;1
26;0;0;0;1;1;1
27;0;0;0;1;1;1
28;0;0;0;1;1;1
29;0;0;0;1;1;1
30;0;0;0;1;1;1
31;16;0;0;16;1;1
32;15;0;0;15;1;1
33;16;0;0;16;1;1
34;0;0;0;1;1;1
35;0;0;0;1;1;1
36;16;0;0;16;1;1
37;0;0;0;1;1;1
38;0;0;0;1;1;1
39;15;0;0;15;1;1
40;16;0;0;16;1;1
41;0;0;0;1;1;1
42;0;0;0;1;1;1
43;0;0;0;1;1;1
44;0;0;0;1;1;1
45;0;0;0;1;1;1
46;16;0;0;16;1;1
47;0;0;0;1;1;1
48;16;0;0;16;1;1
49;16;11828;0;16;11828;1
50;15;5610;0;15;5610;1
51;0;5656;0;1;5656;1
52;0;8140;16;1;8140;16
53;0;11000;0;1;11000;1
54;0;10954;16;1;10954;16
55;16;19297;16;16;19297;16
56;15;16344;0;15;16344;1
57;0;10860;0;1;10860;1
58;0;11968;0;1;11968;1
59;0;11360;0;1;11360;1
60;0;13812;0;1;13812;1
61;0;11469;0;1;11469;1
62;0;10891;0;1;10891;1
63;0;8093;0;1;8093;1
64;0;10890;0;1;10890;1
65;0;11063;0;1;11063;1
66;0;11078;0;1;11078;1
67;0;10985;0;1;10985;1
68;0;10938;0;1;10938;1
69;0;8422;0;1;8422;1
70;0;8125;15;1;8125;15
71;16;8547;0;16;8547;1
72;0;5516;0;1;5516;1
73;0;5563;15;1;5563;15
74;0;5328;0;1;5328;1
75;0;5500;0;1;5500;1
76;0;5579;0;1;5579;1
77;16;8312;0;16;8312;1
78;0;8469;0;1;8469;1
79;15;16563;0;15;16563;1
80;0;13844;0;1;13844;1
81;0;19563;0;1;19563;1
82;0;19594;15;1;19594;15
83;0;20109;0;1;20109;1
84;0;16593;0;1;16593;1
85;0;13453;0;1;13453;1
86;0;16453;0;1;16453;1
87;16;13375;0;16;13375;1
88;15;13500;0;15;13500;1
89;16;13828;0;16;13828;1
90;0;16422;0;1;16422;1
91;0;13500;0;1;13500;1
92;0;16203;0;1;16203;1
93;0;16375;0;1;16375;1
94;0;16250;0;1;16250;1
95;0;13594;0;1;13594;1
96;0;10860;0;1;10860;1
97;0;13547;0;1;13547;1
98;0;16734;0;1;16734;1
99;0;13719;0;1;13719;1
100;0;16328;0;1;16328;1
;;;;5,878787879;6384,353535;1,878787879
