67,55999999999999
67,28
67,05999999999999
67,28
67,64000000000001
68,42
69,94
71,53999999999999
73,08000000000001
75,24000000000001
77,53999999999999
79,36
81,18
81,74
81,85999999999999
82,04
81,38
79,8
78,24000000000001
77,58
76,72
75,74000000000001
74,84
74,02000000000001
73,6
73,28
73,35999999999999
73,38000000000002
73,14000000000001
72,036
72,612
73,68799999999999
75,34199999999998
76,958
78,154
79,47
79,66599999999998
80,682
80,878
81,13199999999999
80,728
79,90400000000001
78,94000000000001
77,6
76,41999999999999
75,72
75,14000000000001
74,58
