26,833333333333332
25,0
22,0
20,0
16,0
15,833333333333334
21,0
25,0
29,166666666666668
31,5
32,0
31,833333333333332
30,833333333333332
29,166666666666668
28,666666666666668
28,5
28,833333333333332
27,666666666666668
25,333333333333332
24,333333333333332
22,5
26,833333333333332
28,333333333333332
28,833333333333332
28,0
26,5
24,333333333333332
19,833333333333332
21,833333333333332
22,833333333333332
25,166666666666668
27,833333333333332
29,666666666666668
33,0
36,0
39,166666666666664
38,166666666666664
37,0
36,666666666666664
37,166666666666664
36,833333333333336
33,333333333333336
25,666666666666668
15,833333333333334
12,0
13,833333333333334
17,0
22,5
