5,078571428571428
4,8500000000000005
4,8999999999999995
5,257142857142857
5,021428571428571
5,578571428571427
7,507142857142858
8,987857142857143
10,12142857142857
11,183571428571428
11,828571428571427
13,107142857142858
13,292857142857144
12,885714285714286
12,407142857142857
11,85
11,114285714285716
10,421428571428573
9,5
9,45
8,971428571428572
9,235714285714284
9,035714285714286
8,678571428571429
8,757142857142856
8,978571428571428
8,642857142857142
8,8
10,471428571428572
11,298571428571426
11,618571428571427
11,845714285714283
11,724285714285713
12,447142857142854
12,554999999999998
11,710714285714287
11,56642857142857
11,179285714285713
10,534999999999998
10,297142857142859
9,959999999999999
7,512307692307691
6,753846153846155
6,5
6,165384615384616
5,776923076923078
5,676923076923076
5,680769230769231
