0,002
0,002
0,0018000000000000002
0,002
0,0118
0,11440000000000002
0,3872
0,5172
0,8093999999999999
0,9852000000000001
1,2016
1,2448000000000001
1,1585999999999999
0,9559999999999998
0,8006
0,5326000000000001
0,2344
0,054400000000000004
0,0021999999999999997
0,0014
0,0018000000000000002
0,0018000000000000002
0,002
0,0018000000000000002
0,002
0,002
0,0018000000000000002
0,002
0,020800000000000003
0,1702
0,4236
0,6838
0,9076000000000001
1,1284
1,2174
1,1984
1,1732
1,0348000000000002
0,8400000000000001
0,5868
0,2846
0,06999999999999999
0,0045000000000000005
0,003
0,003
0,003
6,923076923076924E-4
6,538461538461539E-4
