4,319999999999999
3,8600000000000003
3,46
4,16
4,339999999999999
5,0
6,0200000000000005
6,7
7,840000000000001
7,92
8,059999999999999
8,6
8,86
8,559999999999999
7,92
7,74
7,080000000000001
6,779999999999999
6,840000000000001
7,3199999999999985
6,459999999999999
7,359999999999999
8,319999999999999
8,64
8,48
8,9
8,2
7,840000000000001
8,48
9,016000000000002
9,072000000000001
8,888
9,542
9,178
8,033999999999999
7,610000000000001
7,426
7,562
6,978
6,4719999999999995
6,268000000000001
5,6240000000000006
5,3
5,720000000000001
5,42
4,880000000000001
4,46
4,2
