25,5
23,428571428571427
20,857142857142858
19,071428571428573
15,5
15,857142857142858
19,285714285714285
23,785714285714285
27,714285714285715
31,0
33,214285714285715
34,42857142857143
33,57142857142857
32,57142857142857
31,5
29,5
27,071428571428573
24,571428571428573
22,285714285714285
21,071428571428573
20,214285714285715
20,785714285714285
21,642857142857142
21,428571428571427
21,714285714285715
21,714285714285715
22,0
22,285714285714285
22,214285714285715
22,357142857142858
23,0
24,285714285714285
25,142857142857142
26,857142857142858
29,214285714285715
30,357142857142858
30,642857142857142
31,142857142857142
31,0
30,642857142857142
28,571428571428573
24,782608695652176
21,791666666666668
18,36
16,6
16,24
17,076923076923077
17,884615384615383
