21,166666666666668
20,0
20,5
19,666666666666668
18,666666666666668
19,166666666666668
22,833333333333332
27,0
30,333333333333332
32,666666666666664
33,0
33,833333333333336
32,833333333333336
31,5
30,5
28,5
26,666666666666668
24,0
22,5
22,0
21,666666666666668
21,333333333333332
23,333333333333332
23,5
24,5
25,666666666666668
27,0
27,666666666666668
28,166666666666668
28,0
28,5
29,166666666666668
29,5
30,833333333333332
31,0
31,166666666666668
30,333333333333332
30,333333333333332
30,0
28,666666666666668
27,333333333333332
25,666666666666668
24,0
22,333333333333332
22,0
22,0
24,5
26,833333333333332
