75,8
74,5
73,53999999999999
73,61999999999999
73,78
74,24
76,5
79,03999999999999
82,73999999999998
85,56000000000002
88,24000000000001
90,1
91,2
91,88
92,34
92,00000000000001
90,18
87,96000000000001
85,7
83,52000000000001
81,78
80,6
79,22
78,5
77,47999999999999
76,44000000000001
75,28
74,32000000000001
73,66
73,94
76,3
79,43999999999998
82,8
86,05
88,84
90,69999999999999
92,16
93,11999999999999
94,17999999999999
94,28
93,64
94,76666666666667
94,3
96,5
92,6
88,6
77,21538461538461
76,65384615384616
