6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
0,0026000000000000003
0,03660000000000001
0,0994
0,1892
0,32460000000000006
0,5226
0,5754
0,6416000000000001
0,5568
0,5304
0,392
0,2826
0,174
0,0678
0,0034000000000000002
6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
0,0032
0,0168
0,09159999999999999
0,23880000000000004
0,387
0,49940000000000007
0,6634
0,6237999999999999
0,5408
0,5326
0,4662
0,3172
0,18860000000000002
0,060799999999999986
0,0021999999999999997
6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
6,000000000000001E-4
