7,857142857142857E-4
8,571428571428572E-4
7,142857142857143E-4
6,428571428571429E-4
0,006285714285714288
0,07628571428571429
0,21428571428571425
0,37807142857142856
0,5742142857142857
0,8237857142857142
0,8339285714285714
0,952857142857143
0,8366428571428571
0,7286428571428571
0,6193571428571428
0,4305
0,20664285714285713
0,05292857142857143
0,0014285714285714286
6,428571428571429E-4
7,142857142857143E-4
7,857142857142857E-4
7,857142857142857E-4
6,428571428571429E-4
7,857142857142857E-4
7,142857142857143E-4
7,142857142857143E-4
6,428571428571429E-4
0,005071428571428572
0,07450000000000001
0,1992857142857143
0,31757142857142856
0,5088571428571428
0,7338571428571429
0,8576428571428573
0,8295000000000001
0,7884285714285715
0,731642857142857
0,6015714285714285
0,4352142857142857
0,22921428571428568
0,05992307692307692
0,002181818181818182
7,5E-4
0,0011666666666666668
0,0016
0,002
0,0015
