71,88333333333334
71,16666666666667
70,46666666666667
70,31666666666666
70,39999999999999
71,01666666666667
72,78333333333335
74,85000000000001
77,21666666666665
79,11666666666667
80,7
81,86666666666666
82,51666666666667
82,73333333333333
82,76666666666667
82,61666666666666
81,68333333333334
80,30000000000001
79,08333333333333
78,06666666666668
77,38333333333333
77,01666666666667
76,46666666666667
76,03333333333333
75,23333333333333
74,49999999999999
73,65
73,13333333333334
71,16666666666667
71,48333333333333
73,06666666666668
75,11666666666667
77,89999999999999
80,30833333333334
82,11666666666667
83,13333333333334
83,89999999999999
84,16666666666666
84,63333333333334
84,86666666666666
84,41666666666667
82,98333333333333
81,13333333333333
79,44999999999999
78,21666666666665
77,41666666666667
76,74999999999999
76,06666666666668
