75,55
75,38333333333334
75,13333333333334
75,23333333333333
75,21666666666665
75,96666666666667
78,0
79,96666666666668
82,155
83,96166666666666
85,05
85,89999999999999
86,05
86,2
85,91666666666667
84,86666666666667
83,26666666666667
81,11666666666666
79,41666666666667
78,53333333333335
77,98333333333333
77,61666666666667
77,48333333333333
77,35000000000001
77,26666666666667
77,30000000000001
77,25
77,36666666666667
77,34999999999998
77,86666666666667
79,21666666666667
80,98333333333333
83,33333333333333
85,16666666666666
86,56666666666666
87,35000000000001
87,7
87,88333333333334
87,71666666666668
86,95
85,16666666666667
82,61666666666666
80,5
79,41666666666667
78,68333333333334
78,64999999999999
78,58333333333333
78,68333333333334
