6,816666666666666
6,466666666666666
6,8
6,783333333333334
6,416666666666667
6,8
9,183333333333334
10,633333333333335
11,321666666666665
12,578333333333333
13,366666666666667
14,450000000000003
14,799999999999999
14,15
13,933333333333335
13,833333333333334
13,200000000000001
12,466666666666667
11,299999999999999
11,283333333333333
10,6
10,566666666666665
11,183333333333335
10,483333333333334
10,216666666666667
10,233333333333333
9,616666666666667
9,200000000000001
9,983333333333333
11,283333333333333
12,583333333333334
13,350000000000001
13,188333333333334
14,095
14,399999999999999
14,316666666666668
14,383333333333335
13,683333333333332
12,866666666666667
13,016666666666667
12,183333333333332
11,916666666666666
10,733333333333334
10,083333333333334
8,916666666666666
8,833333333333334
8,583333333333334
8,983333333333333
