;Learn Tree;Learn VAR Model;Forecast
2;15;0;0
3;16;0;0
4;0;0;0
5;0;0;0
6;0;0;0
7;0;0;0
8;16;0;0
9;0;0;0
10;16;0;0
11;0;0;0
12;0;0;15
13;16;0;0
14;15;0;0
15;0;0;0
16;0;0;0
17;16;0;0
18;0;0;0
19;16;0;0
20;16;0;0
21;16;0;0
22;0;0;0
23;0;0;0
24;0;0;0
25;15;0;0
26;16;0;0
27;32;0;0
28;16;0;0
29;0;0;0
30;0;0;0
31;16;0;0
32;0;0;0
33;0;0;0
34;16;0;0
35;0;0;0
36;0;0;0
37;0;0;0
38;0;0;0
39;0;0;0
40;0;0;0
41;16;0;0
42;16;0;0
43;0;0;0
44;16;0;0
45;0;0;0
46;0;0;0
47;16;0;0
48;0;0;0
49;0;18844;0
50;0;14875;0
51;16;20156;0
52;0;17000;0
53;15;17063;0
54;0;20548;0
55;0;17500;0
56;0;17188;0
57;0;17329;0
58;15;16985;0
59;0;17063;0
60;0;17140;0
61;0;11391;0
62;0;11484;0
63;0;14062;0
64;0;11454;16
65;15;11360;0
66;0;11219;0
67;16;11344;0
68;0;11313;0
69;0;5672;0
70;0;8406;0
71;0;5781;0
72;0;8578;0
73;16;11484;0
74;16;8641;0
75;0;8469;0
76;0;11954;0
77;0;14281;0
78;0;11672;0
79;0;8734;0
80;0;8843;0
81;15;15704;0
82;15;11266;0
83;0;8313;0
84;0;11406;0
85;15;5594;0
86;15;9985;0
87;0;8501;0
88;0;8359;0
89;0;11328;0
90;0;11281;0
91;0;11782;0
92;0;11172;0
93;16;9140;0
94;0;8609;0
95;0;5782;0
96;0;6266;0
97;0;5796;0
98;16;11140;0
99;0;5563;0
100;0;11297;0
