;Learn Tree;Learn VAR Model;Forecast;;;
2;57;0;0;57;1;1
3;60;0;0;60;1;1
4;63;0;0;63;1;1
5;60;0;0;60;1;1
6;35;0;0;35;1;1
7;31;0;0;31;1;1
8;16;0;0;16;1;1
9;16;0;0;16;1;1
10;16;0;0;16;1;1
11;16;0;0;16;1;1
12;31;0;0;31;1;1
13;32;0;0;32;1;1
14;31;0;0;31;1;1
15;32;0;0;32;1;1
16;31;0;0;31;1;1
17;16;0;0;16;1;1
18;16;0;0;16;1;1
19;16;0;0;16;1;1
20;31;0;0;31;1;1
21;56;0;0;56;1;1
22;31;0;0;31;1;1
23;45;0;0;45;1;1
24;32;0;0;32;1;1
25;31;0;0;31;1;1
26;47;0;0;47;1;1
27;62;0;0;62;1;1
28;47;0;0;47;1;1
29;71;0;0;71;1;1
30;55;1;0;55;1;1
31;39;0;0;39;1;1
32;49;0;0;49;1;1
33;44;0;0;44;1;1
34;48;0;0;48;1;1
35;52;0;0;52;1;1
36;47;0;0;47;1;1
37;42;0;0;42;1;1
38;40;0;0;40;1;1
39;51;0;0;51;1;1
40;62;0;0;62;1;1
41;49;0;0;49;1;1
42;62;0;0;62;1;1
43;62;0;0;62;1;1
44;78;0;0;78;1;1
45;59;0;0;59;1;1
46;71;0;0;71;1;1
47;53;0;0;53;1;1
48;59;0;0;59;1;1
49;73;30718;19;73;30718;19
50;36;30220;15;36;30220;15
51;15;29406;16;15;29406;16
52;16;30384;10;16;30384;10
53;29;30422;16;29;30422;16
54;16;31093;16;16;31093;16
55;15;32949;0;15;32949;1
56;31;32025;0;31;32025;1
57;16;31698;15;16;31698;15
58;0;28787;16;1;28787;16
59;16;29664;0;16;29664;1
60;16;33347;15;16;33347;15
61;0;30268;16;1;30268;16
62;0;32686;0;1;32686;1
63;15;28469;0;15;28469;1
64;0;28940;0;1;28940;1
65;16;28736;16;16;28736;16
66;16;27824;0;16;27824;1
67;20;23700;0;20;23700;1
68;16;28517;0;16;28517;1
69;10;31491;16;10;31491;16
70;15;28979;0;15;28979;1
71;16;29543;16;16;29543;16
72;16;28597;16;16;28597;16
73;16;28534;15;16;28534;15
74;16;29128;0;16;29128;1
75;31;31800;0;31;31800;1
76;16;32237;16;16;32237;16
77;15;32051;0;15;32051;1
78;16;29745;0;16;29745;1
79;16;32516;15;16;32516;15
80;16;31889;0;16;31889;1
81;31;32415;0;31;32415;1
82;15;29525;0;15;29525;1
83;15;31166;0;15;31166;1
84;0;29417;0;1;29417;1
85;15;31597;0;15;31597;1
86;16;31377;0;16;31377;1
87;31;29082;0;31;29082;1
88;35;27979;0;35;27979;1
89;0;32993;0;1;32993;1
90;16;28674;5;16;28674;5
91;15;32342;15;15;32342;15
92;15;32175;0;15;32175;1
93;15;31402;16;15;31402;16
94;15;29546;0;15;29546;1
95;16;28900;5;16;28900;5
96;14;33123;0;14;33123;1
97;15;32010;0;15;32010;1
98;15;32284;0;15;32284;1
99;15;32869;0;15;32869;1
100;16;29627;0;16;29627;1
;;;;29,71717172;16009,22222;3,868686869
