;Learn Tree;Learn VAR Model;Forecast
2;62;0;0
3;62;0;0
4;62;0;0
5;47;0;0
6;31;0;0
7;32;0;0
8;16;0;0
9;15;0;0
10;31;0;0
11;15;0;0
12;30;0;0
13;40;0;0
14;40;0;0
15;40;0;0
16;50;0;0
17;50;0;0
18;50;0;10
19;20;0;0
20;40;0;0
21;30;0;0
22;30;0;0
23;40;0;0
24;50;0;0
25;40;0;0
26;40;0;0
27;40;0;0
28;60;0;0
29;40;0;0
30;40;0;0
31;40;0;0
32;50;0;0
33;50;0;0
34;50;0;0
35;60;0;0
36;47;0;0
37;47;0;0
38;47;0;0
39;79;0;0
40;47;0;0
41;47;0;0
42;47;0;0
43;47;0;0
44;47;0;0
45;47;0;0
46;47;0;0
47;47;0;0
48;62;0;0
49;62;32913;31
50;125;30281;16
51;62;31329;15
52;31;29673;0
53;31;29313;0
54;15;28063;0
55;31;27985;0
56;16;32781;16
57;16;30344;0
58;32;30281;16
59;15;30376;0
60;31;27750;16
61;31;27907;16
62;16;30688;0
63;31;30610;0
64;31;28141;0
65;32;28063;15
66;32;28000;0
67;16;27875;16
68;16;30782;0
69;16;28235;0
70;16;31032;15
71;16;28641;0
72;31;27985;0
73;16;30250;0
74;31;28079;0
75;31;27797;0
76;16;27953;0
77;31;28157;15
78;31;28016;0
79;15;30360;16
80;15;30766;16
81;15;34485;0
82;31;38938;0
83;32;28516;0
84;15;27876;0
85;47;30250;16
86;15;30563;16
87;16;30141;15
88;16;27859;16
89;16;27984;16
90;31;28360;0
91;31;27875;0
92;31;30688;16
93;15;27860;0
94;16;30344;15
95;32;25359;16
96;15;27688;0
97;15;27970;0
98;32;30594;0
99;16;27844;0
100;16;27859;16
