;Learn Tree;Learn VAR Model;Forecast;;;
2;62;0;0;62;1;1
3;47;0;0;47;1;1
4;47;0;0;47;1;1
5;47;0;0;47;1;1
6;62;0;0;62;1;1
7;31;0;0;31;1;1
8;31;0;0;31;1;1
9;31;0;0;31;1;1
10;16;0;0;16;1;1
11;31;0;0;31;1;1
12;31;0;0;31;1;1
13;16;0;0;16;1;1
14;31;0;0;31;1;1
15;31;0;0;31;1;1
16;16;0;0;16;1;1
17;31;0;0;31;1;1
18;16;0;0;16;1;1
19;31;0;0;31;1;1
20;32;0;0;32;1;1
21;32;0;0;32;1;1
22;47;0;0;47;1;1
23;47;0;0;47;1;1
24;31;0;0;31;1;1
25;47;0;0;47;1;1
26;62;0;0;62;1;1
27;47;0;0;47;1;1
28;49;0;0;49;1;1
29;40;0;0;40;1;1
30;47;0;0;47;1;1
31;46;0;0;46;1;1
32;44;0;0;44;1;1
33;52;0;0;52;1;1
34;59;0;0;59;1;1
35;49;0;0;49;1;1
36;49;0;0;49;1;1
37;41;0;0;41;1;1
38;49;0;2;49;1;2
39;48;0;0;48;1;1
40;52;0;0;52;1;1
41;57;0;0;57;1;1
42;68;0;0;68;1;1
43;69;0;0;69;1;1
44;64;0;0;64;1;1
45;59;0;0;59;1;1
46;75;0;0;75;1;1
47;82;0;0;82;1;1
48;66;0;0;66;1;1
49;89;32468;16;89;32468;16
50;31;31980;15;31;31980;15
51;32;31734;16;32;31734;16
52;16;32764;0;16;32764;1
53;31;49775;16;31;49775;16
54;31;31292;0;31;31292;1
55;15;29093;0;15;29093;1
56;16;30900;0;16;30900;1
57;0;31263;15;1;31263;15
58;16;31253;0;16;31253;1
59;16;31365;0;16;31365;1
60;16;28504;0;16;28504;1
61;15;28769;0;15;28769;1
62;16;28674;0;16;28674;1
63;16;31298;16;16;31298;16
64;15;31250;0;15;31250;1
65;15;28248;15;15;28248;15
66;15;29136;0;15;29136;1
67;15;28547;15;15;28547;15
68;16;31360;0;16;31360;1
69;0;28405;0;1;28405;1
70;16;31475;15;16;31475;15
71;16;28499;0;16;28499;1
72;15;28498;0;15;28498;1
73;16;31513;16;16;31513;16
74;16;28789;0;16;28789;1
75;31;28778;0;31;28778;1
76;16;29022;15;16;29022;15
77;16;30723;0;16;30723;1
78;15;29044;0;15;29044;1
79;32;33145;0;32;33145;1
80;16;32621;5;16;32621;5
81;16;31403;16;16;31403;16
82;15;31335;0;15;31335;1
83;31;32107;0;31;32107;1
84;16;31186;16;16;31186;16
85;15;31483;0;15;31483;1
86;16;31479;16;16;31479;16
87;15;30780;16;15;30780;16
88;16;29029;16;16;29029;16
89;15;29061;0;15;29061;1
90;15;28427;16;15;28427;16
91;15;28688;0;15;28688;1
92;16;31372;16;16;31372;16
93;15;31253;0;15;31253;1
94;16;31506;16;16;31506;16
95;15;34048;0;15;34048;1
96;16;31259;0;16;31259;1
97;16;28864;0;16;28864;1
98;16;28628;0;16;28628;1
99;16;31799;16;16;31799;16
100;15;29028;5;15;29028;5
;;;;31,14141414;16191,58586;4,060606061
