;Learn Tree;Learn VAR Model;Forecast
2;47;0;0
3;47;0;0
4;15;0;0
5;16;0;0
6;16;0;0
7;15;0;0
8;16;0;0
9;16;0;0
10;16;0;0
11;0;0;0
12;0;0;0
13;0;0;0
14;0;0;0
15;16;0;0
16;0;0;0
17;16;0;0
18;15;0;0
19;15;0;0
20;0;0;0
21;0;0;0
22;16;0;0
23;15;0;0
24;16;0;0
25;0;0;0
26;0;0;0
27;0;0;0
28;0;0;0
29;16;0;0
30;0;0;0
31;0;0;0
32;16;0;0
33;15;0;0
34;0;0;0
35;16;0;0
36;0;0;0
37;15;0;0
38;15;0;0
39;0;0;0
40;0;0;0
41;0;0;0
42;0;0;0
43;16;0;0
44;0;0;0
45;0;0;0
46;16;0;0
47;16;0;0
48;0;0;0
49;0;29594;16
50;0;28734;15
51;0;28250;16
52;15;28657;0
53;0;28266;15
54;16;27953;15
55;15;32406;15
56;15;32595;15
57;0;31501;0
58;0;30875;0
59;0;31610;0
60;0;33235;0
61;0;35422;16
62;0;33360;15
63;0;35547;16
64;0;36298;16
65;0;35594;0
66;0;33203;16
67;0;30687;15
68;0;35547;15
69;0;35829;0
70;0;33016;15
71;0;30594;16
72;0;32922;15
73;16;33219;16
74;15;30563;0
75;0;28063;16
76;0;27938;0
77;16;28125;16
78;0;30750;16
79;0;31141;0
80;0;31313;0
81;0;30813;0
82;0;31220;15
83;0;31453;0
84;0;33360;16
85;0;33126;0
86;0;32797;0
87;0;35609;16
88;0;30532;0
89;0;30266;15
90;0;30485;0
91;0;30422;16
92;0;35297;16
93;16;32938;15
94;0;30297;0
95;0;31016;0
96;0;33594;16
97;0;32984;15
98;0;30703;16
99;15;28313;16
100;0;28282;0
